"dest","total_arrivals","total_arriving_passengers","year","month"
"MGW",159,471,2019,6
"MGW",172,626,2019,7
"MGW",171,669,2019,8
"MGW",162,620,2019,9
"MGW",170,677,2019,10
"MGW",163,563,2019,11
"MGW",156,575,2019,12
"MGY",1,2,2018,8
"MHE",1,0,2018,9
"MHE",1,3,2018,11
"MHE",1,16,2019,10
"MHK",144,5689,2018,1
"MHK",128,4976,2018,2
"MHK",151,6104,2018,3
"MHK",141,5538,2018,4
"MHK",153,6202,2018,5
"MHK",144,6159,2018,6
"MHK",172,6648,2018,7
"MHK",158,6328,2018,8
"MHK",144,6402,2018,9
"MHK",150,6642,2018,10
"MHK",161,7105,2018,11
"MHK",164,6157,2018,12
"MHK",128,5820,2019,1
"MHK",123,5372,2019,2
"MHK",153,6723,2019,3
"MHK",145,6413,2019,4
"MHK",167,6651,2019,5
"MHK",173,7032,2019,6
"MHK",175,6839,2019,7
"MHK",180,7108,2019,8
"MHK",173,6655,2019,9
"MHK",181,7794,2019,10
"MHK",187,8247,2019,11
"MHK",167,6687,2019,12
"MHM",9,2,2018,1
"MHM",7,5,2018,2
"MHM",11,23,2018,3
"MHM",11,12,2018,4
"MHM",9,25,2018,5
"MHM",19,42,2018,6
"MHM",11,35,2018,7
"MHM",11,16,2018,8
"MHM",13,45,2018,9
"MHM",7,4,2018,10
"MHM",8,13,2018,11
"MHM",10,13,2018,12
"MHM",10,10,2019,1
"MHM",9,12,2019,2
"MHM",6,7,2019,3
"MHM",14,13,2019,4
"MHM",12,22,2019,5
"MHM",22,46,2019,6
"MHM",18,34,2019,7
"MHM",15,24,2019,8
"MHM",13,44,2019,9
"MHM",11,11,2019,10
"MHM",8,7,2019,11
"MHM",12,21,2019,12
"MHR",161,0,2018,1
"MHR",157,0,2018,2
"MHR",171,0,2018,3
"MHR",158,0,2018,4
"MHR",179,0,2018,5
"MHR",162,0,2018,6
"MHR",164,0,2018,7
"MHR",161,205,2018,8
"MHR",154,2,2018,9
"MHR",178,0,2018,10
"MHR",169,0,2018,11
"MHR",242,0,2018,12
"MHR",146,0,2019,1
"MHR",137,0,2019,2
"MHR",147,0,2019,3
"MHR",143,0,2019,4
"MHR",131,0,2019,5
"MHR",120,0,2019,6
"MHR",127,0,2019,7
"MHR",130,0,2019,8
"MHR",118,0,2019,9
"MHR",144,0,2019,10
"MHR",135,0,2019,11
"MHR",249,0,2019,12
"MHT",1032,59626,2018,1
"MHT",978,61985,2018,2
"MHT",1053,77920,2018,3
"MHT",1202,86577,2018,4
"MHT",1207,86889,2018,5
"MHT",1141,80227,2018,6
"MHT",1175,84426,2018,7
"MHT",1193,84934,2018,8
"MHT",1010,68884,2018,9
"MHT",1054,77346,2018,10
"MHT",984,73188,2018,11
"MHT",1006,67225,2018,12
"MHT",912,54117,2019,1
"MHT",841,56152,2019,2
"MHT",959,72275,2019,3
"MHT",1027,76584,2019,4
"MHT",1088,81385,2019,5
"MHT",1089,76022,2019,6
"MHT",1094,77719,2019,7
"MHT",1134,79071,2019,8
"MHT",1048,66426,2019,9
"MHT",1179,80265,2019,10
"MHT",1077,69229,2019,11
"MHT",1072,65519,2019,12
"MHV",1,0,2019,1
"MHV",1,0,2019,3
"MHV",2,16,2019,4
"MHV",2,0,2019,12
"MIA",8365,887840,2018,1
"MIA",7620,859366,2018,2
"MIA",8421,996806,2018,3
"MIA",7925,875111,2018,4
"MIA",7947,904119,2018,5
"MIA",7706,882166,2018,6
"MIA",7880,902731,2018,7
"MIA",7753,857504,2018,8
"MIA",7211,725718,2018,9
"MIA",7525,825304,2018,10
"MIA",7522,861432,2018,11
"MIA",8450,1000079,2018,12
"MIA",8556,943051,2019,1
"MIA",7808,898502,2019,2
"MIA",8660,1019808,2019,3
"MIA",7640,871849,2019,4
"MIA",8009,904669,2019,5
"MIA",7667,864333,2019,6
"MIA",7895,894996,2019,7
"MIA",7881,835183,2019,8
"MIA",7306,760761,2019,9
"MIA",7865,869770,2019,10
"MIA",7836,884515,2019,11
"MIA",9223,1101008,2019,12
"MIB",1,0,2019,1
"MIB",1,75,2019,9
"MIE",2,109,2018,8
"MIE",3,443,2019,9
"MIE",1,0,2019,10
"MJX",1,2,2018,7
"MJX",1,5,2018,8
"MJX",1,0,2019,8
"MKC",1,7,2018,2
"MKC",9,426,2018,3
"MKC",8,369,2018,4
"MKC",10,400,2018,5
"MKC",3,112,2018,6
"MKC",8,196,2018,7
"MKC",10,518,2018,8
"MKC",8,343,2018,9
"MKC",3,129,2018,10
"MKC",8,265,2018,11
"MKC",1,3,2019,2
"MKC",12,689,2019,3
"MKC",7,301,2019,4
"MKC",4,267,2019,5
"MKC",7,343,2019,6
"MKC",5,225,2019,7
"MKC",8,488,2019,8
"MKC",6,353,2019,9
"MKC",7,306,2019,10
"MKC",1,0,2019,11
"MKC",1,3,2019,12
"MKE",3433,254205,2018,1
"MKE",3138,252509,2018,2
"MKE",3768,325017,2018,3
"MKE",3409,302311,2018,4
"MKE",3445,304260,2018,5
"MKE",3442,316699,2018,6
"MKE",3513,319572,2018,7
"MKE",3398,315044,2018,8
"MKE",3081,265868,2018,9
"MKE",3316,290140,2018,10
"MKE",3151,278244,2018,11
"MKE",3187,265182,2018,12
"MKE",2994,228537,2019,1
"MKE",2752,235059,2019,2
"MKE",3425,315050,2019,3
"MKE",3256,299541,2019,4
"MKE",3239,297567,2019,5
"MKE",3199,305548,2019,6
"MKE",3259,310193,2019,7
"MKE",3227,304536,2019,8
"MKE",3058,268943,2019,9
"MKE",3229,285158,2019,10
"MKE",3071,263416,2019,11
"MKE",3160,278363,2019,12
"MKG",54,632,2018,1
"MKG",54,889,2018,2
"MKG",62,1398,2018,3
"MKG",66,1691,2018,4
"MKG",59,1552,2018,5
"MKG",62,2108,2018,6
"MKG",61,2098,2018,7
"MKG",63,2119,2018,8
"MKG",59,1373,2018,9
"MKG",78,1461,2018,10
"MKG",57,1164,2018,11
"MKG",58,1454,2018,12
"MKG",49,981,2019,1
"MKG",50,929,2019,2
"MKG",63,1337,2019,3
"MKG",57,1468,2019,4
"MKG",61,1496,2019,5
"MKG",61,2077,2019,6
"MKG",61,2238,2019,7
"MKG",62,2319,2019,8
"MKG",61,1524,2019,9
"MKG",63,1688,2019,10
"MKG",55,1257,2019,11
"MKG",60,1626,2019,12
"MKK",971,7995,2018,1
"MKK",855,7218,2018,2
"MKK",921,8258,2018,3
"MKK",845,7067,2018,4
"MKK",885,7742,2018,5
"MKK",820,7347,2018,6
"MKK",855,7903,2018,7
"MKK",801,5669,2018,8
"MKK",803,5778,2018,9
"MKK",769,3945,2018,10
"MKK",832,6534,2018,11
"MKK",813,6446,2018,12
"MKK",840,6714,2019,1
"MKK",748,5797,2019,2
"MKK",813,6789,2019,3
"MKK",775,6253,2019,4
"MKK",817,7049,2019,5
"MKK",750,6243,2019,6
"MKK",115,3170,2019,7
"MKK",116,2644,2019,8
"MKK",113,2573,2019,9
"MKK",121,3041,2019,10
"MKK",21,0,2019,11
"MKK",119,2870,2019,12
"MKL",71,275,2018,1
"MKL",72,283,2018,2
"MKL",79,476,2018,3
"MKL",72,448,2018,4
"MKL",83,519,2018,5
"MKL",76,486,2018,6
"MKL",80,551,2018,7
"MKL",81,499,2018,8
"MKL",75,457,2018,9
"MKL",81,482,2018,10
"MKL",75,478,2018,11
"MKL",77,465,2018,12
"MKL",81,448,2019,1
"MKL",72,384,2019,2
"MKL",79,416,2019,3
"MKL",76,411,2019,4
"MKL",80,497,2019,5
"MKL",75,421,2019,6
"MKL",113,538,2019,7
"MKL",105,507,2019,8
"MKL",103,505,2019,9
"MKL",81,467,2019,10
"MKT",1,6,2019,6
"MKT",1,0,2019,9
"MLB",199,15885,2018,1
"MLB",202,16624,2018,2
"MLB",280,21268,2018,3
"MLB",226,19246,2018,4
"MLB",213,19556,2018,5
"MLB",185,17739,2018,6
"MLB",193,17835,2018,7
"MLB",206,19824,2018,8
"MLB",208,17502,2018,9
"MLB",224,21851,2018,10
"MLB",218,20798,2018,11
"MLB",212,20078,2018,12
"MLB",224,19434,2019,1
"MLB",209,19564,2019,2
"MLB",272,25057,2019,3
"MLB",233,19522,2019,4
"MLB",237,20888,2019,5
"MLB",234,19178,2019,6
"MLB",235,18663,2019,7
"MLB",231,18742,2019,8
"MLB",183,15772,2019,9
"MLB",217,19648,2019,10
"MLB",214,18930,2019,11
"MLB",248,21193,2019,12
"MLD",1,0,2018,8
"MLI",485,25337,2018,1
"MLI",450,25874,2018,2
"MLI",548,31247,2018,3
"MLI",551,29363,2018,4
"MLI",552,30792,2018,5
"MLI",532,30462,2018,6
"MLI",532,31576,2018,7
"MLI",555,30593,2018,8
"MLI",522,26368,2018,9
"MLI",570,31537,2018,10
"MLI",516,29102,2018,11
"MLI",546,29169,2018,12
"MLI",500,25303,2019,1
"MLI",466,25892,2019,2
"MLI",558,32796,2019,3
"MLI",552,29339,2019,4
"MLI",575,31446,2019,5
"MLI",568,30820,2019,6
"MLI",584,31267,2019,7
"MLI",581,29719,2019,8
"MLI",540,25582,2019,9
"MLI",604,31141,2019,10
"MLI",528,27665,2019,11
"MLI",555,29511,2019,12
"MLL",132,361,2018,1
"MLL",73,201,2018,2
"MLL",103,332,2018,3
"MLL",101,249,2018,4
"MLL",141,386,2018,5
"MLL",127,275,2018,6
"MLL",124,253,2018,7
"MLL",127,234,2018,8
"MLL",106,229,2018,9
"MLL",125,298,2018,10
"MLL",93,221,2018,11
"MLL",77,232,2018,12
"MLL",80,159,2019,1
"MLL",94,249,2019,2
"MLL",121,317,2019,3
"MLL",143,334,2019,4
"MLL",122,263,2019,5
"MLL",129,260,2019,6
"MLL",148,276,2019,7
"MLL",122,237,2019,8
"MLL",146,296,2019,9
"MLL",127,264,2019,10
"MLL",80,204,2019,11
"MLL",119,247,2019,12
"MLU",246,7190,2018,1
"MLU",236,6839,2018,2
"MLU",255,8332,2018,3
"MLU",249,7690,2018,4
"MLU",278,9567,2018,5
"MLU",296,9629,2018,6
"MLU",300,9773,2018,7
"MLU",309,9402,2018,8
"MLU",272,8356,2018,9
"MLU",294,10520,2018,10
"MLU",289,9800,2018,11
"MLU",260,9273,2018,12
"MLU",252,8105,2019,1
"MLU",226,7657,2019,2
"MLU",254,9302,2019,3
"MLU",259,8965,2019,4
"MLU",269,9610,2019,5
"MLU",261,10167,2019,6
"MLU",265,10521,2019,7
"MLU",275,9901,2019,8
"MLU",261,9153,2019,9
"MLU",268,9739,2019,10
"MLU",256,10275,2019,11
"MLU",290,10728,2019,12
"MLY",22,30,2018,1
"MLY",16,27,2018,2
"MLY",23,53,2018,3
"MLY",21,28,2018,4
"MLY",23,51,2018,5
"MLY",26,54,2018,6
"MLY",22,34,2018,7
"MLY",21,40,2018,8
"MLY",18,34,2018,9
"MLY",24,45,2018,10
"MLY",18,41,2018,11
"MLY",20,35,2018,12
"MLY",23,45,2019,1
"MLY",18,37,2019,2
"MLY",19,29,2019,3
"MLY",21,42,2019,4
"MLY",22,36,2019,5
"MLY",23,30,2019,6
"MLY",22,28,2019,7
"MLY",26,50,2019,8
"MLY",20,45,2019,9
"MLY",19,33,2019,10
"MLY",18,45,2019,11
"MLY",21,34,2019,12
"MMH",106,3787,2018,1
"MMH",94,4437,2018,2
"MMH",91,4409,2018,3
"MMH",46,2026,2018,4
"MMH",22,858,2018,5
"MMH",29,1195,2018,6
"MMH",33,1490,2018,7
"MMH",30,1407,2018,8
"MMH",19,846,2018,9
"MMH",18,646,2018,10
"MMH",25,819,2018,11
"MMH",56,2537,2018,12
"MMH",77,2349,2019,1
"MMH",48,2202,2019,2
"MMH",76,3464,2019,3
"MMH",33,1591,2019,4
"MMH",24,905,2019,5
"MMH",26,1006,2019,6
"MMH",24,1174,2019,7
"MMH",28,1304,2019,8
"MMH",26,822,2019,9
"MMH",28,657,2019,10
"MMH",26,662,2019,11
"MMH",47,2266,2019,12
"MML",1,6,2018,7
"MML",2,15,2019,4
"MMN",1,4,2019,4
"MMT",1,0,2018,10
"MMU",24,360,2018,1
"MMU",28,359,2018,2
"MMU",30,376,2018,3
"MMU",24,353,2018,4
"MMU",30,448,2018,5
"MMU",24,445,2018,6
"MMU",24,407,2018,7
"MMU",29,466,2018,8
"MMU",27,431,2018,9
"MMU",26,467,2018,10
"MMU",23,410,2018,11
"MMU",16,317,2018,12
"MMU",22,306,2019,1
"MMU",19,270,2019,2
"MMU",19,490,2019,3
"MMU",20,337,2019,4
"MMU",22,347,2019,5
"MMU",24,403,2019,6
"MMU",24,390,2019,7
"MMU",14,185,2019,8
"MMU",7,21,2019,9
"MMU",6,23,2019,10
"MMU",2,7,2019,11
"MMU",4,13,2019,12
"MNT",23,33,2018,1
"MNT",19,34,2018,2
"MNT",21,56,2018,3
"MNT",25,46,2018,4
"MNT",28,69,2018,5
"MNT",21,47,2018,6
"MNT",21,35,2018,7
"MNT",20,40,2018,8
"MNT",17,28,2018,9
"MNT",27,65,2018,10
"MNT",20,38,2018,11
"MNT",22,49,2018,12
"MNT",21,45,2019,1
"MNT",18,34,2019,2
"MNT",18,26,2019,3
"MNT",21,48,2019,4
"MNT",26,56,2019,5
"MNT",20,29,2019,6
"MNT",18,19,2019,7
"MNT",23,59,2019,8
"MNT",18,40,2019,9
"MNT",19,32,2019,10
"MNT",17,48,2019,11
"MNT",31,85,2019,12
"MNZ",9,43,2018,1
"MNZ",7,41,2018,2
"MNZ",11,84,2018,3
"MNZ",23,187,2018,4
"MNZ",13,82,2018,5
"MNZ",11,82,2018,6
"MNZ",8,41,2018,7
"MNZ",10,98,2018,8
"MNZ",18,118,2018,9
"MNZ",8,47,2018,10
"MNZ",9,33,2018,11
"MNZ",8,58,2018,12
"MNZ",10,90,2019,1
"MNZ",12,45,2019,2
"MNZ",14,96,2019,3
"MNZ",11,55,2019,4
"MNZ",7,47,2019,5
"MNZ",8,24,2019,6
"MNZ",12,55,2019,7
"MNZ",11,55,2019,8
"MNZ",16,57,2019,9
"MNZ",16,97,2019,10
"MNZ",10,31,2019,11
"MNZ",14,97,2019,12
"MOB",534,21553,2018,1
"MOB",500,21468,2018,2
"MOB",553,24662,2018,3
"MOB",551,24985,2018,4
"MOB",573,28048,2018,5
"MOB",577,28248,2018,6
"MOB",576,26490,2018,7
"MOB",603,25564,2018,8
"MOB",516,21794,2018,9
"MOB",552,27216,2018,10
"MOB",541,26144,2018,11
"MOB",502,23061,2018,12
"MOB",530,22919,2019,1
"MOB",450,22458,2019,2
"MOB",567,29836,2019,3
"MOB",521,27361,2019,4
"MOB",584,30634,2019,5
"MOB",548,29434,2019,6
"MOB",543,28662,2019,7
"MOB",595,26060,2019,8
"MOB",559,25610,2019,9
"MOB",618,29695,2019,10
"MOB",629,28096,2019,11
"MOB",577,27657,2019,12
"MOS",3,0,2018,6
"MOS",2,0,2018,7
"MOS",4,0,2018,8
"MOT",221,10937,2018,1
"MOT",213,11008,2018,2
"MOT",266,13730,2018,3
"MOT",276,13478,2018,4
"MOT",281,12903,2018,5
"MOT",273,13323,2018,6
"MOT",305,14283,2018,7
"MOT",284,12731,2018,8
"MOT",252,11304,2018,9
"MOT",279,12072,2018,10
"MOT",253,11507,2018,11
"MOT",270,13209,2018,12
"MOT",241,11643,2019,1
"MOT",227,12086,2019,2
"MOT",291,15394,2019,3
"MOT",276,13717,2019,4
"MOT",277,12971,2019,5
"MOT",307,14700,2019,6
"MOT",323,15657,2019,7
"MOT",309,14394,2019,8
"MOT",269,12510,2019,9
"MOT",298,13522,2019,10
"MOT",278,12895,2019,11
"MOT",302,14933,2019,12
"MOU",205,441,2018,1
"MOU",178,359,2018,2
"MOU",164,334,2018,3
"MOU",242,489,2018,4
"MOU",227,535,2018,5
"MOU",214,443,2018,6
"MOU",188,392,2018,7
"MOU",211,399,2018,8
"MOU",200,306,2018,9
"MOU",249,470,2018,10
"MOU",114,257,2018,11
"MOU",110,243,2018,12
"MOU",171,273,2019,1
"MOU",103,322,2019,2
"MOU",205,383,2019,3
"MOU",268,469,2019,4
"MOU",204,437,2019,5
"MOU",195,387,2019,6
"MOU",203,368,2019,7
"MOU",198,352,2019,8
"MOU",172,369,2019,9
"MOU",158,369,2019,10
