"dest","total_arrivals","total_arriving_passengers","year","month"
"EKA",1,0,2018,3
"EKA",2,0,2018,10
"EKO",52,1256,2018,1
"EKO",49,1154,2018,2
"EKO",57,1459,2018,3
"EKO",57,1651,2018,4
"EKO",58,1490,2018,5
"EKO",51,1464,2018,6
"EKO",48,1421,2018,7
"EKO",172,1601,2018,8
"EKO",110,1546,2018,9
"EKO",58,1740,2018,10
"EKO",53,1586,2018,11
"EKO",56,1443,2018,12
"EKO",54,1443,2019,1
"EKO",51,1484,2019,2
"EKO",57,1684,2019,3
"EKO",56,1752,2019,4
"EKO",226,1732,2019,5
"EKO",139,1629,2019,6
"EKO",172,1608,2019,7
"EKO",171,1614,2019,8
"EKO",113,1663,2019,9
"EKO",58,1650,2019,10
"EKO",54,1606,2019,11
"EKO",58,1639,2019,12
"EKX",1,0,2018,11
"EKY",1,0,2019,1
"EKY",1,0,2019,8
"EKY",1,8,2019,11
"ELD",72,216,2018,1
"ELD",57,207,2018,2
"ELD",70,286,2018,3
"ELD",67,263,2018,4
"ELD",73,288,2018,5
"ELD",75,330,2018,6
"ELD",79,324,2018,7
"ELD",80,310,2018,8
"ELD",73,326,2018,9
"ELD",76,318,2018,10
"ELD",74,312,2018,11
"ELD",72,264,2018,12
"ELD",78,245,2019,1
"ELD",70,211,2019,2
"ELD",75,287,2019,3
"ELD",76,231,2019,4
"ELD",79,382,2019,5
"ELD",75,339,2019,6
"ELD",79,381,2019,7
"ELD",80,381,2019,8
"ELD",77,352,2019,9
"ELD",79,357,2019,10
"ELD",76,363,2019,11
"ELD",78,380,2019,12
"ELI",121,358,2018,1
"ELI",67,203,2018,2
"ELI",103,337,2018,3
"ELI",151,529,2018,4
"ELI",134,375,2018,5
"ELI",115,306,2018,6
"ELI",149,388,2018,7
"ELI",165,516,2018,8
"ELI",129,434,2018,9
"ELI",161,544,2018,10
"ELI",108,367,2018,11
"ELI",107,359,2018,12
"ELI",110,308,2019,1
"ELI",65,139,2019,2
"ELI",97,274,2019,3
"ELI",155,533,2019,4
"ELI",131,383,2019,5
"ELI",130,430,2019,6
"ELI",130,373,2019,7
"ELI",136,361,2019,8
"ELI",117,335,2019,9
"ELI",126,393,2019,10
"ELI",92,253,2019,11
"ELI",122,344,2019,12
"ELM",185,8439,2018,1
"ELM",177,9230,2018,2
"ELM",211,12207,2018,3
"ELM",238,11820,2018,4
"ELM",249,10884,2018,5
"ELM",250,12663,2018,6
"ELM",245,13420,2018,7
"ELM",258,13737,2018,8
"ELM",237,10900,2018,9
"ELM",258,12327,2018,10
"ELM",238,11919,2018,11
"ELM",251,11588,2018,12
"ELM",241,10679,2019,1
"ELM",234,11318,2019,2
"ELM",263,13296,2019,3
"ELM",259,13562,2019,4
"ELM",259,13423,2019,5
"ELM",245,13250,2019,6
"ELM",264,15032,2019,7
"ELM",265,14686,2019,8
"ELM",231,10910,2019,9
"ELM",248,12611,2019,10
"ELM",246,12152,2019,11
"ELM",266,13632,2019,12
"ELP",1548,108433,2018,1
"ELP",1404,99573,2018,2
"ELP",1642,127959,2018,3
"ELP",1684,126166,2018,4
"ELP",1793,141203,2018,5
"ELP",1759,150564,2018,6
"ELP",1800,155670,2018,7
"ELP",1765,144988,2018,8
"ELP",1648,125489,2018,9
"ELP",1816,141925,2018,10
"ELP",1782,142645,2018,11
"ELP",1830,148520,2018,12
"ELP",1680,118762,2019,1
"ELP",1524,109555,2019,2
"ELP",1785,140268,2019,3
"ELP",1748,133701,2019,4
"ELP",1831,148040,2019,5
"ELP",1780,154008,2019,6
"ELP",1833,167386,2019,7
"ELP",1860,151112,2019,8
"ELP",1832,135637,2019,9
"ELP",1852,151638,2019,10
"ELP",1808,144594,2019,11
"ELP",1974,158395,2019,12
"ELV",4,3,2018,1
"ELV",3,2,2018,2
"ELV",7,6,2018,3
"ELV",15,26,2018,4
"ELV",61,119,2018,5
"ELV",93,185,2018,6
"ELV",98,202,2018,7
"ELV",82,122,2018,8
"ELV",36,61,2018,9
"ELV",9,15,2018,10
"ELV",7,11,2018,11
"ELV",6,4,2018,12
"ELV",6,2,2019,1
"ELV",5,1,2019,2
"ELV",10,10,2019,3
"ELV",12,9,2019,4
"ELV",50,63,2019,5
"ELV",69,141,2019,6
"ELV",83,137,2019,7
"ELV",68,101,2019,8
"ELV",19,23,2019,9
"ELV",7,5,2019,10
"ELV",6,7,2019,11
"ELV",6,2,2019,12
"EMK",435,825,2018,1
"EMK",365,894,2018,2
"EMK",412,785,2018,3
"EMK",474,829,2018,4
"EMK",461,939,2018,5
"EMK",478,848,2018,6
"EMK",460,756,2018,7
"EMK",474,814,2018,8
"EMK",410,748,2018,9
"EMK",382,827,2018,10
"EMK",406,751,2018,11
"EMK",393,770,2018,12
"EMK",313,583,2019,1
"EMK",193,356,2019,2
"EMK",460,822,2019,3
"EMK",497,800,2019,4
"EMK",419,947,2019,5
"EMK",429,863,2019,6
"EMK",492,779,2019,7
"EMK",480,879,2019,8
"EMK",443,805,2019,9
"EMK",447,824,2019,10
"EMK",340,652,2019,11
"EMK",392,703,2019,12
"EMT",1,6,2019,4
"ENA",704,6594,2018,1
"ENA",557,5782,2018,2
"ENA",702,7223,2018,3
"ENA",681,6939,2018,4
"ENA",767,7971,2018,5
"ENA",692,8691,2018,6
"ENA",763,11182,2018,7
"ENA",783,8630,2018,8
"ENA",638,6466,2018,9
"ENA",627,6578,2018,10
"ENA",572,6407,2018,11
"ENA",614,7038,2018,12
"ENA",613,6180,2019,1
"ENA",516,5526,2019,2
"ENA",645,6885,2019,3
"ENA",644,6668,2019,4
"ENA",695,7908,2019,5
"ENA",661,8385,2019,6
"ENA",755,11486,2019,7
"ENA",782,10093,2019,8
"ENA",655,7268,2019,9
"ENA",674,6674,2019,10
"ENA",591,6519,2019,11
"ENA",631,7089,2019,12
"ENL",1,4,2019,10
"ENN",2,6,2018,2
"ENN",4,58,2018,5
"ENN",6,106,2018,6
"ENN",4,49,2018,7
"ENN",2,11,2018,8
"ENN",1,0,2019,5
"ENN",3,0,2019,10
"ENN",2,4,2019,11
"ENN",1,2,2019,12
"ENV",37,4334,2018,1
"ENV",30,3666,2018,2
"ENV",42,4971,2018,3
"ENV",29,3854,2018,4
"ENV",38,4505,2018,5
"ENV",25,3073,2018,6
"ENV",35,4382,2018,7
"ENV",33,3984,2018,11
"ENV",34,4336,2019,11
"ENV",34,4113,2019,12
"ENW",1,8,2018,6
"ENW",1,3,2018,7
"ENW",2,4,2018,8
"ENW",1,5,2018,9
"ENW",1,0,2019,5
"ENW",2,1,2019,9
"ERI",219,6084,2018,1
"ERI",200,6308,2018,2
"ERI",223,7245,2018,3
"ERI",226,7917,2018,4
"ERI",230,8534,2018,5
"ERI",208,8030,2018,6
"ERI",206,8005,2018,7
"ERI",228,9083,2018,8
"ERI",218,8086,2018,9
"ERI",231,8748,2018,10
"ERI",216,8195,2018,11
"ERI",229,7931,2018,12
"ERI",199,6710,2019,1
"ERI",188,6590,2019,2
"ERI",222,8137,2019,3
"ERI",219,8041,2019,4
"ERI",259,9778,2019,5
"ERI",248,9588,2019,6
"ERI",256,9866,2019,7
"ERI",261,10354,2019,8
"ERI",250,9182,2019,9
"ERI",263,9708,2019,10
"ERI",219,8521,2019,11
"ERI",223,8544,2019,12
"ERV",1,2,2018,2
"ERV",1,2,2019,11
"ESC",73,1024,2018,1
"ESC",65,1204,2018,2
"ESC",75,1441,2018,3
"ESC",70,1365,2018,4
"ESC",81,1725,2018,5
"ESC",73,1524,2018,6
"ESC",72,1574,2018,7
"ESC",85,1716,2018,8
"ESC",70,1542,2018,9
"ESC",74,1522,2018,10
"ESC",78,1540,2018,11
"ESC",76,1640,2018,12
"ESC",70,1079,2019,1
"ESC",58,1367,2019,2
"ESC",78,1514,2019,3
"ESC",72,1619,2019,4
"ESC",79,1809,2019,5
"ESC",70,1508,2019,6
"ESC",73,1770,2019,7
"ESC",77,1934,2019,8
"ESC",74,1779,2019,9
"ESC",79,1729,2019,10
"ESC",71,1499,2019,11
"ESC",66,1523,2019,12
"ESD",171,322,2018,1
"ESD",135,392,2018,2
"ESD",190,489,2018,3
"ESD",188,529,2018,4
"ESD",237,627,2018,5
"ESD",238,738,2018,6
"ESD",258,819,2018,7
"ESD",283,1119,2018,8
"ESD",236,684,2018,9
"ESD",176,580,2018,10
"ESD",146,355,2018,11
"ESD",136,332,2018,12
"ESD",142,332,2019,1
"ESD",101,226,2019,2
"ESD",168,428,2019,3
"ESD",183,490,2019,4
"ESD",219,647,2019,5
"ESD",219,699,2019,6
"ESD",260,903,2019,7
"ESD",264,1009,2019,8
"ESD",239,782,2019,9
"ESD",194,584,2019,10
"ESD",141,399,2019,11
"ESD",150,334,2019,12
"ESF",1,16,2018,4
"ESN",1,6,2018,3
"ESN",3,10,2018,4
"ESN",2,6,2018,5
"ESN",1,2,2018,6
"ESN",2,4,2019,3
"ESN",1,2,2019,6
"EUG",737,39146,2018,1
"EUG",676,37884,2018,2
"EUG",774,45818,2018,3
"EUG",734,47116,2018,4
"EUG",761,48574,2018,5
"EUG",800,53044,2018,6
"EUG",822,53838,2018,7
"EUG",830,53654,2018,8
"EUG",733,46838,2018,9
"EUG",720,46407,2018,10
"EUG",706,47471,2018,11
"EUG",717,44206,2018,12
"EUG",680,39213,2019,1
"EUG",560,32739,2019,2
"EUG",707,43733,2019,3
"EUG",743,47366,2019,4
"EUG",765,48510,2019,5
"EUG",821,54362,2019,6
"EUG",869,58577,2019,7
"EUG",856,55760,2019,8
"EUG",828,53387,2019,9
"EUG",875,55222,2019,10
"EUG",832,51558,2019,11
"EUG",822,51920,2019,12
"EVV",437,14929,2018,1
"EVV",393,14907,2018,2
"EVV",486,18297,2018,3
"EVV",485,18880,2018,4
"EVV",498,19872,2018,5
"EVV",478,21490,2018,6
"EVV",493,22318,2018,7
"EVV",502,20157,2018,8
"EVV",453,18393,2018,9
"EVV",499,21769,2018,10
"EVV",466,19368,2018,11
"EVV",467,18488,2018,12
"EVV",426,15666,2019,1
"EVV",396,16448,2019,2
"EVV",457,20301,2019,3
"EVV",467,19094,2019,4
"EVV",501,22482,2019,5
"EVV",503,23900,2019,6
"EVV",515,23258,2019,7
"EVV",524,21193,2019,8
"EVV",467,19816,2019,9
"EVV",500,22656,2019,10
"EVV",473,19063,2019,11
"EVV",442,19174,2019,12
"EWB",93,327,2018,1
"EWB",91,317,2018,2
"EWB",93,415,2018,3
"EWB",114,544,2018,4
"EWB",163,788,2018,5
"EWB",189,862,2018,6
"EWB",202,1106,2018,7
"EWB",219,1177,2018,8
"EWB",187,906,2018,9
"EWB",125,630,2018,10
"EWB",55,316,2018,11
"EWB",53,242,2018,12
"EWB",55,261,2019,1
"EWB",44,164,2019,2
"EWB",52,166,2019,3
"EWB",52,196,2019,4
"EWB",59,268,2019,5
"EWB",88,361,2019,6
"EWB",168,782,2019,7
"EWB",154,793,2019,8
"EWB",107,529,2019,9
"EWB",73,301,2019,10
"EWB",62,226,2019,11
"EWB",61,148,2019,12
"EWK",1,3,2019,8
"EWK",1,3,2019,9
"EWN",227,7840,2018,1
"EWN",213,7426,2018,2
"EWN",257,8891,2018,3
"EWN",243,9001,2018,4
"EWN",255,9777,2018,5
"EWN",247,9781,2018,6
"EWN",270,11065,2018,7
"EWN",277,10846,2018,8
"EWN",206,6865,2018,9
"EWN",258,9652,2018,10
"EWN",242,9920,2018,11
"EWN",218,8615,2018,12
"EWN",241,7945,2019,1
"EWN",221,7455,2019,2
"EWN",269,10402,2019,3
"EWN",228,9528,2019,4
"EWN",234,9963,2019,5
"EWN",219,9183,2019,6
"EWN",232,9780,2019,7
"EWN",229,9687,2019,8
"EWN",209,8671,2019,9
"EWN",238,10457,2019,10
"EWN",232,10069,2019,11
"EWN",221,9542,2019,12
"EWR",12902,1108661,2018,1
"EWR",12344,1096831,2018,2
"EWR",13465,1313368,2018,3
"EWR",14049,1400231,2018,4
"EWR",14789,1474274,2018,5
"EWR",14466,1433495,2018,6
"EWR",14285,1414036,2018,7
"EWR",14386,1417966,2018,8
"EWR",13721,1262208,2018,9
"EWR",14740,1375326,2018,10
"EWR",13664,1337891,2018,11
"EWR",13835,1316561,2018,12
"EWR",12831,1127888,2019,1
"EWR",11852,1089004,2019,2
"EWR",14012,1420758,2019,3
"EWR",13775,1360939,2019,4
"EWR",13715,1437769,2019,5
"EWR",13374,1383065,2019,6
"EWR",13581,1383170,2019,7
"EWR",13840,1426261,2019,8
"EWR",13644,1298986,2019,9
"EWR",14863,1398448,2019,10
"EWR",13745,1331985,2019,11
"EWR",14216,1424763,2019,12
"EXI",5,3,2018,1
"EXI",3,1,2018,2
"EXI",5,3,2018,3
"EXI",9,8,2018,4
"EXI",22,21,2018,5
"EXI",43,77,2018,6
"EXI",65,95,2018,7
"EXI",21,14,2018,8
"EXI",13,3,2018,9
"EXI",7,5,2018,10
"EXI",7,5,2018,11
"EXI",6,5,2018,12
"EXI",6,4,2019,1
"EXI",7,2,2019,2
"EXI",6,5,2019,3
"EXI",12,13,2019,4
"EXI",25,24,2019,5
"EXI",33,55,2019,6
"EXI",36,46,2019,7
"EXI",43,51,2019,8
"EXI",18,10,2019,9
"EXI",7,3,2019,10
"EXI",4,2,2019,11
"EXI",6,0,2019,12
"EYW",897,35531,2018,1
"EYW",948,39355,2018,2
"EYW",1128,46952,2018,3
"EYW",1084,41793,2018,4
"EYW",920,36297,2018,5
"EYW",889,34396,2018,6
"EYW",932,34696,2018,7
"EYW",746,30852,2018,8
"EYW",644,25207,2018,9
"EYW",758,31543,2018,10
"EYW",739,32955,2018,11
"EYW",919,42099,2018,12
"EYW",973,44210,2019,1
"EYW",1004,45048,2019,2
"EYW",1191,54788,2019,3
"EYW",1002,43588,2019,4
"EYW",954,40389,2019,5
"EYW",652,35567,2019,6
"EYW",897,38481,2019,7
"EYW",779,32464,2019,8
"EYW",647,28271,2019,9
"EYW",797,36449,2019,10
"EYW",840,37085,2019,11
"EYW",938,47780,2019,12
"FAI",1447,40874,2018,1
"FAI",1361,39126,2018,2
"FAI",1516,47421,2018,3
"FAI",1312,36801,2018,4
"FAI",1534,52165,2018,5
"FAI",1634,62360,2018,6
"FAI",1577,64479,2018,7
"FAI",1780,66811,2018,8
"FAI",1472,43364,2018,9
"FAI",1358,40814,2018,10
"FAI",1288,41758,2018,11
"FAI",1348,41855,2018,12
"FAI",1295,40794,2019,1
"FAI",1255,38265,2019,2
"FAI",1259,45546,2019,3
"FAI",1272,36030,2019,4
"FAI",1434,53207,2019,5
"FAI",1655,64890,2019,6
"FAI",1689,70590,2019,7
"FAI",1781,66632,2019,8
"FAI",1466,45568,2019,9
"FAI",1373,42629,2019,10
"FAI",1215,41180,2019,11
"FAI",1336,46827,2019,12
"FAQ",13,192,2018,1
"FAQ",10,136,2018,2
"FAQ",17,242,2018,3
"FAQ",16,241,2018,4
"FAQ",19,244,2018,5
"FAQ",17,228,2018,6
"FAQ",18,237,2018,7
"FAQ",16,155,2018,8
"FAQ",15,199,2018,9
"FAQ",17,172,2018,10
"FAQ",15,199,2018,11
"FAQ",17,155,2018,12
"FAQ",17,196,2019,1
"FAQ",12,190,2019,2
"FAQ",19,251,2019,3
"FAQ",14,157,2019,4
"FAQ",19,213,2019,5
"FAQ",15,188,2019,6
"FAQ",19,238,2019,7
"FAQ",17,190,2019,8
"FAQ",17,204,2019,9
"FAQ",18,225,2019,10
"FAQ",15,159,2019,11
"FAQ",16,192,2019,12
"FAR",753,33858,2018,1
"FAR",709,35796,2018,2
"FAR",856,41998,2018,3
"FAR",810,36277,2018,4
"FAR",806,34163,2018,5
"FAR",807,37021,2018,6
"FAR",822,41070,2018,7
"FAR",782,36700,2018,8
"FAR",673,30007,2018,9
"FAR",817,35670,2018,10
"FAR",794,34964,2018,11
"FAR",786,35691,2018,12
"FAR",738,35558,2019,1
"FAR",677,36438,2019,2
"FAR",936,44643,2019,3
"FAR",830,38728,2019,4
"FAR",956,39275,2019,5
"FAR",853,43710,2019,6
"FAR",868,44848,2019,7
"FAR",874,39648,2019,8
"FAR",780,34909,2019,9
"FAR",886,38827,2019,10
"FAR",824,38048,2019,11
"FAR",906,44450,2019,12
"FAT",943,49363,2018,1
"FAT",839,45655,2018,2
"FAT",950,55324,2018,3
"FAT",1036,58427,2018,4
"FAT",1130,65938,2018,5
"FAT",1122,69135,2018,6
"FAT",1126,74307,2018,7
"FAT",1154,68152,2018,8
"FAT",1073,62836,2018,9
"FAT",1121,67069,2018,10
"FAT",1081,62822,2018,11
"FAT",1109,60714,2018,12
"FAT",1074,55986,2019,1
"FAT",973,52421,2019,2
"FAT",1074,62705,2019,3
"FAT",1110,67955,2019,4
"FAT",1111,74069,2019,5
"FAT",1094,73887,2019,6
"FAT",1136,77598,2019,7
"FAT",1142,74408,2019,8
"FAT",1159,71467,2019,9
"FAT",1185,75205,2019,10
"FAT",1089,69188,2019,11
"FAT",1117,72052,2019,12
"FAY",348,17123,2018,1
"FAY",320,16918,2018,2
"FAY",351,18293,2018,3
"FAY",395,18830,2018,4
"FAY",437,21226,2018,5
"FAY",401,19734,2018,6
"FAY",432,21905,2018,7
"FAY",429,22097,2018,8
"FAY",345,16329,2018,9
"FAY",424,21410,2018,10
"FAY",406,21182,2018,11
"FAY",369,19263,2018,12
"FAY",364,18500,2019,1
"FAY",338,15876,2019,2
"FAY",346,18718,2019,3
"FAY",307,17306,2019,4
"FAY",356,19927,2019,5
"FAY",349,18384,2019,6
"FAY",333,18267,2019,7
"FAY",355,19036,2019,8
"FAY",322,16381,2019,9
"FAY",343,18210,2019,10
"FAY",340,18371,2019,11
"FAY",339,17832,2019,12
"FBK",1,0,2018,4
"FBK",5,11,2018,5
"FBK",23,63,2018,6
"FBK",6,0,2018,7
"FBK",15,107,2018,8
"FBK",3,23,2019,4
"FBK",4,3,2019,5
"FBK",16,58,2019,6
"FBK",221,488,2019,7
"FBK",114,341,2019,8
"FBK",64,253,2019,9
"FBS",1,0,2018,1
"FBS",1,0,2018,3
"FBS",2,12,2018,4
"FBS",5,18,2018,5
"FBS",9,59,2018,7
"FBS",2,4,2018,8
"FBS",6,28,2018,9
"FBS",1,10,2018,11
"FBS",1,4,2018,12
"FBS",1,0,2019,2
"FBS",1,0,2019,3
"FBS",2,14,2019,4
"FBS",1,0,2019,5
"FBS",1,6,2019,6
"FBS",4,5,2019,7
"FBS",1,9,2019,8
"FBS",4,14,2019,9
"FBS",2,10,2019,10
"FBS",1,6,2019,11
"FCA",326,16492,2018,1
"FCA",289,17180,2018,2
"FCA",359,19333,2018,3
"FCA",350,16518,2018,4
"FCA",361,21183,2018,5
"FCA",465,36147,2018,6
"FCA",549,48946,2018,7
"FCA",546,44322,2018,8
"FCA",398,28166,2018,9
"FCA",332,18930,2018,10
"FCA",297,16407,2018,11
"FCA",353,21500,2018,12
"FCA",339,17931,2019,1
"FCA",284,17595,2019,2
"FCA",346,20521,2019,3
"FCA",295,16650,2019,4
"FCA",333,21234,2019,5
"FCA",551,44290,2019,6
"FCA",689,60049,2019,7
"FCA",694,54180,2019,8
"FCA",462,33162,2019,9
"FCA",351,21892,2019,10
"FCA",293,18019,2019,11
"FCA",377,26254,2019,12
"FCM",5,13,2018,2
"FCM",1,1,2018,5
"FCM",1,2,2018,8
"FCM",2,1,2019,1
"FCM",1,3,2019,5
"FDK",1,4,2018,6
"FDK",1,1,2018,12
"FDK",1,2,2019,6
"FDY",1,3,2018,8
"FDY",1,0,2018,9
"FDY",1,7,2018,10
"FDY",1,2,2019,2
"FDY",1,0,2019,7
"FDY",1,5,2019,9
"FFL",1,4,2018,7
"FFO",1,0,2018,7
"FFO",1,66,2018,9
"FFO",1,90,2018,12
"FHB",1,2,2019,2
"FHB",1,1,2019,3
"FHU",1,0,2019,9
"FID",1,2,2018,2
"FID",1,8,2018,5
"FID",16,98,2018,6
"FID",4,9,2018,7
"FID",3,10,2018,8
"FID",4,18,2018,9
"FID",6,31,2018,10
"FID",1,1,2019,3
"FID",3,15,2019,5
"FID",10,63,2019,6
"FID",1,1,2019,7
"FID",7,21,2019,8
"FID",5,19,2019,9
"FID",10,55,2019,10
"FKL",77,92,2018,1
"FKL",70,91,2018,2
"FKL",69,107,2018,3
"FKL",74,99,2018,4
"FKL",85,124,2018,5
"FKL",80,140,2018,6
"FKL",84,171,2018,7
"FKL",83,191,2018,8
"FKL",73,116,2018,9
"FKL",80,162,2018,10
"FKL",76,157,2018,11
"FKL",80,139,2018,12
"FKL",76,112,2019,1
"FKL",68,91,2019,2
"FKL",82,109,2019,3
"FKL",82,157,2019,4
"FKL",85,154,2019,5
"FKL",79,164,2019,6
"FKL",85,229,2019,7
"FKL",84,180,2019,8
"FKL",81,140,2019,9
"FKL",49,114,2019,10
"FLG",159,4368,2018,1
"FLG",109,3649,2018,2
"FLG",151,5376,2018,3
"FLG",154,6176,2018,4
"FLG",171,6746,2018,5
"FLG",151,6153,2018,6
"FLG",175,6779,2018,7
"FLG",165,6101,2018,8
"FLG",140,5415,2018,9
"FLG",115,5721,2018,10
"FLG",139,4969,2018,11
"FLG",140,4523,2018,12
"FLG",168,4932,2019,1
"FLG",138,4118,2019,2
"FLG",176,6903,2019,3
"FLG",280,11139,2019,4
"FLG",306,12411,2019,5
"FLG",288,11916,2019,6
"FLG",293,11539,2019,7
"FLG",296,12118,2019,8
"FLG",282,12824,2019,9
"FLG",295,13084,2019,10
"FLG",272,11016,2019,11
"FLG",280,9390,2019,12
"FLL",8894,1101558,2018,1
"FLL",8377,1094746,2018,2
"FLL",9661,1336584,2018,3
"FLL",8958,1123602,2018,4
"FLL",8689,1133759,2018,5
"FLL",8485,1119031,2018,6
"FLL",8628,1165998,2018,7
"FLL",8252,1080326,2018,8
"FLL",7580,891858,2018,9
"FLL",8114,1042166,2018,10
"FLL",8508,1145212,2018,11
"FLL",9185,1274959,2018,12
"FLL",9127,1167368,2019,1
"FLL",8530,1130296,2019,2
"FLL",9920,1387663,2019,3
"FLL",9097,1187944,2019,4
"FLL",8683,1178183,2019,5
"FLL",8064,1112885,2019,6
"FLL",8145,1149112,2019,7
"FLL",7969,1025340,2019,8
"FLL",6926,856691,2019,9
"FLL",8058,1061188,2019,10
"FLL",8996,1186872,2019,11
"FLL",9836,1389073,2019,12
"FLO",78,2469,2018,1
"FLO",96,3133,2018,2
"FLO",120,4143,2018,3
"FLO",117,4197,2018,4
"FLO",143,4364,2018,5
"FLO",109,3888,2018,6
"FLO",110,3920,2018,7
"FLO",103,3420,2018,8
"FLO",92,2681,2018,9
"FLO",113,3509,2018,10
"FLO",105,3374,2018,11
"FLO",95,3212,2018,12
"FLO",88,2926,2019,1
"FLO",75,2696,2019,2
"FLO",97,3550,2019,3
"FLO",87,3327,2019,4
"FLO",114,3958,2019,5
"FLO",109,3576,2019,6
"FLO",119,3996,2019,7
"FLO",113,3902,2019,8
"FLO",105,3383,2019,9
"FLO",115,3905,2019,10
"FLO",113,3946,2019,11
"FLO",103,3610,2019,12
"FLT",1,0,2019,6
"FLT",2,0,2019,7
"FLT",6,15,2019,9
"FLX",1,8,2019,2
"FME",1,6,2018,3
"FMN",67,0,2018,1
"FMN",56,0,2018,2
"FMN",92,0,2018,3
"FMN",78,0,2018,4
"FMN",90,0,2018,5
"FMN",88,0,2018,6
"FMN",80,0,2018,7
"FMN",92,0,2018,8
"FMN",81,7,2018,9
"FMN",44,0,2018,10
"FMN",86,0,2018,11
"FMN",82,0,2018,12
"FMN",90,0,2019,1
"FMN",83,8,2019,2
"FMN",90,0,2019,3
"FMN",85,3,2019,4
"FMN",88,0,2019,5
"FMN",84,0,2019,6
"FMN",84,0,2019,7
"FMN",92,0,2019,8
"FMN",76,0,2019,9
"FMN",92,0,2019,10
"FMN",80,0,2019,11
"FMN",80,0,2019,12
"FMY",2,7,2018,11
"FMY",2,2,2019,3
"FMY",1,2,2019,9
"FMY",3,3,2019,11
"FMY",1,1,2019,12
"FNL",1,99,2018,2
"FNL",1,160,2018,4
"FNL",1,165,2018,5
"FNL",1,157,2018,7
"FNL",6,759,2018,9
"FNL",4,571,2018,10
"FNL",7,837,2018,11
"FNL",1,163,2019,1
"FNL",2,271,2019,2
"FNL",1,175,2019,4
"FNL",1,114,2019,6
"FNL",1,123,2019,8
"FNL",6,900,2019,9
"FNL",3,430,2019,10
"FNL",7,708,2019,11
"FNR",5,0,2018,1
"FNR",3,0,2018,2
"FNR",5,0,2018,3
"FNR",4,1,2018,4
"FNR",5,0,2018,5
"FNR",4,3,2018,6
"FNR",4,5,2018,7
"FNR",6,2,2018,8
"FNR",6,1,2018,9
"FNR",1,2,2019,9
"FNT",449,28860,2018,1
"FNT",423,31339,2018,2
"FNT",520,36636,2018,3
"FNT",477,35442,2018,4
"FNT",543,35160,2018,5
"FNT",465,28199,2018,6
"FNT",463,28145,2018,7
"FNT",466,27372,2018,8
"FNT",444,23299,2018,9
"FNT",484,27192,2018,10
"FNT",440,28606,2018,11
"FNT",403,26732,2018,12
"FNT",350,23981,2019,1
"FNT",333,24294,2019,2
"FNT",403,28671,2019,3
"FNT",406,29202,2019,4
"FNT",398,25274,2019,5
"FNT",390,22732,2019,6
"FNT",403,25106,2019,7
"FNT",390,22914,2019,8
"FNT",417,21057,2019,9
"FNT",440,22739,2019,10
"FNT",441,24907,2019,11
"FNT",469,28797,2019,12
"FOD",129,544,2018,1
"FOD",107,499,2018,2
"FOD",125,635,2018,3
"FOD",115,643,2018,4
"FOD",131,829,2018,5
"FOD",123,640,2018,6
"FOD",128,703,2018,7
"FOD",129,718,2018,8
"FOD",120,754,2018,9
"FOD",154,677,2018,10
"FOD",124,620,2018,11
"FOD",124,618,2018,12
"FOD",122,516,2019,1
"FOD",108,419,2019,2
"FOD",122,641,2019,3
"FOD",121,634,2019,4
"FOD",131,808,2019,5
"FOD",120,699,2019,6
"FOD",129,699,2019,7
"FOD",128,638,2019,8
"FOD",123,794,2019,9
"FOD",154,634,2019,10
"FOD",122,609,2019,11
"FOD",125,614,2019,12
"FOE",7,310,2018,1
"FOE",10,358,2018,2
"FOE",2,111,2018,3
"FOE",3,326,2018,4
"FOE",2,142,2018,5
"FOE",2,221,2018,6
"FOE",2,326,2018,10
"FOE",6,464,2018,11
"FOE",1,130,2018,12
"FOE",2,44,2019,1
"FOE",9,459,2019,2
"FOE",5,389,2019,3
"FOE",1,174,2019,4
"FOE",1,45,2019,5
"FOE",2,312,2019,8
"FOE",4,360,2019,9
"FOE",6,544,2019,10
"FOE",5,482,2019,11
"FOE",5,98,2019,12
"FOK",3,8,2018,1
"FOK",2,3,2018,3
"FOK",3,3,2018,5
"FOK",9,19,2018,6
"FOK",18,55,2018,7
"FOK",21,57,2018,8
"FOK",6,18,2018,9
"FOK",7,27,2018,10
"FOK",1,6,2019,2
"FOK",1,2,2019,3
"FOK",1,10,2019,4
"FOK",8,24,2019,5
"FOK",7,10,2019,6
"FOK",15,45,2019,7
"FOK",28,63,2019,8
"FOK",4,19,2019,9
"FOK",6,14,2019,10
"FOK",4,11,2019,11
"FPR",1,5,2018,10
"FPR",3,0,2019,6
"FPR",1,0,2019,9
"FQL",1,2,2018,5
"FQW",2,0,2018,7
"FRD",155,400,2018,1
"FRD",131,427,2018,2
"FRD",159,514,2018,3
"FRD",168,646,2018,4
"FRD",244,845,2018,5
"FRD",324,1296,2018,6
"FRD",421,1807,2018,7
"FRD",431,2119,2018,8
"FRD",291,1014,2018,9
"FRD",179,691,2018,10
"FRD",147,520,2018,11
"FRD",137,473,2018,12
"FRD",143,432,2019,1
"FRD",105,366,2019,2
"FRD",154,514,2019,3
"FRD",168,584,2019,4
"FRD",260,1027,2019,5
"FRD",325,1278,2019,6
"FRD",386,1791,2019,7
"FRD",441,1991,2019,8
"FRD",319,1214,2019,9
