"origin","total_departures","total_departing_passengers","year","month"
"ISM",1,1,2018,9
"ISM",5,19,2019,1
"ISM",3,19,2019,3
"ISM",4,2,2019,6
"ISM",1,9,2019,8
"ISM",1,9,2019,9
"ISM",4,9,2019,10
"ISN",169,5441,2018,1
"ISN",159,5400,2018,2
"ISN",176,5880,2018,3
"ISN",177,5972,2018,4
"ISN",182,6627,2018,5
"ISN",182,6375,2018,6
"ISN",183,6786,2018,7
"ISN",186,6832,2018,8
"ISN",176,6130,2018,9
"ISN",187,6885,2018,10
"ISN",174,6456,2018,11
"ISN",170,6415,2018,12
"ISN",200,6372,2019,1
"ISN",172,6097,2019,2
"ISN",204,7004,2019,3
"ISN",194,6996,2019,4
"ISN",211,7996,2019,5
"ISN",210,7998,2019,6
"ISN",227,8422,2019,7
"ISN",229,8563,2019,8
"ISN",199,7199,2019,9
"ISN",70,2178,2019,10
"ISO",1,0,2018,4
"ISO",1,9,2019,11
"ISP",613,70576,2018,1
"ISP",579,68080,2018,2
"ISP",544,73390,2018,3
"ISP",650,71049,2018,4
"ISP",668,73094,2018,5
"ISP",624,70970,2018,6
"ISP",611,79096,2018,7
"ISP",562,73940,2018,8
"ISP",472,49955,2018,9
"ISP",507,57395,2018,10
"ISP",540,66681,2018,11
"ISP",569,69961,2018,12
"ISP",529,65917,2019,1
"ISP",462,57056,2019,2
"ISP",568,66746,2019,3
"ISP",504,63570,2019,4
"ISP",500,59329,2019,5
"ISP",491,56462,2019,6
"ISP",529,71493,2019,7
"ISP",531,70076,2019,8
"ISP",468,54092,2019,9
"ISP",489,61703,2019,10
"ISP",619,70714,2019,11
"ISP",679,84055,2019,12
"ISS",1,5,2019,11
"ISW",1,8,2018,6
"ITH",246,5562,2018,1
"ITH",216,7085,2018,2
"ITH",248,9003,2018,3
"ITH",252,8849,2018,4
"ITH",255,9832,2018,5
"ITH",236,8272,2018,6
"ITH",193,7668,2018,7
"ITH",223,8069,2018,8
"ITH",217,8166,2018,9
"ITH",237,9631,2018,10
"ITH",213,8491,2018,11
"ITH",208,8334,2018,12
"ITH",194,5610,2019,1
"ITH",180,6889,2019,2
"ITH",237,9418,2019,3
"ITH",232,8774,2019,4
"ITH",268,10036,2019,5
"ITH",260,8721,2019,6
"ITH",261,10208,2019,7
"ITH",271,9936,2019,8
"ITH",262,9517,2019,9
"ITH",276,11071,2019,10
"ITH",255,9872,2019,11
"ITH",225,9246,2019,12
"ITO",696,55034,2018,1
"ITO",640,52876,2018,2
"ITO",716,58269,2018,3
"ITO",686,54010,2018,4
"ITO",703,52861,2018,5
"ITO",684,48991,2018,6
"ITO",691,51521,2018,7
"ITO",677,43940,2018,8
"ITO",682,39153,2018,9
"ITO",714,46065,2018,10
"ITO",709,46938,2018,11
"ITO",747,49490,2018,12
"ITO",648,48586,2019,1
"ITO",574,45064,2019,2
"ITO",673,51908,2019,3
"ITO",700,47253,2019,4
"ITO",708,50665,2019,5
"ITO",713,48180,2019,6
"ITO",720,53132,2019,7
"ITO",718,51718,2019,8
"ITO",677,42494,2019,9
"ITO",725,48412,2019,10
"ITO",670,45194,2019,11
"ITO",750,50313,2019,12
"IWD",75,410,2018,1
"IWD",65,317,2018,2
"IWD",79,439,2018,3
"IWD",76,406,2018,4
"IWD",75,434,2018,5
"IWD",70,427,2018,6
"IWD",79,553,2018,7
"IWD",74,542,2018,8
"IWD",73,481,2018,9
"IWD",77,453,2018,10
"IWD",78,417,2018,11
"IWD",86,450,2018,12
"IWD",74,383,2019,1
"IWD",63,417,2019,2
"IWD",83,461,2019,3
"IWD",82,422,2019,4
"IWD",83,432,2019,5
"IWD",76,386,2019,6
"IWD",79,541,2019,7
"IWD",81,469,2019,8
"IWD",82,439,2019,9
"IWD",77,462,2019,10
"IWD",77,321,2019,11
"IWD",83,418,2019,12
"IYK",20,0,2018,1
"IYK",20,0,2018,2
"IYK",23,0,2018,3
"IYK",20,0,2018,4
"IYK",23,0,2018,5
"IYK",22,0,2018,6
"IYK",20,0,2018,7
"IYK",23,0,2018,8
"IYK",20,0,2018,9
"IYK",22,0,2018,10
"IYK",21,0,2018,11
"IYK",21,0,2018,12
"IYK",19,0,2019,1
"IYK",19,0,2019,2
"IYK",20,0,2019,3
"IYK",20,0,2019,4
"IYK",22,3,2019,5
"IYK",21,0,2019,6
"IYK",21,0,2019,7
"IYK",23,0,2019,8
"IYK",19,0,2019,9
"IYK",23,0,2019,10
"IYK",20,0,2019,11
"IYK",20,0,2019,12
"JAC",429,35593,2018,1
"JAC",377,32215,2018,2
"JAC",446,36156,2018,3
"JAC",223,12276,2018,4
"JAC",184,12154,2018,5
"JAC",481,36776,2018,6
"JAC",622,55521,2018,7
"JAC",578,56917,2018,8
"JAC",410,43339,2018,9
"JAC",248,23272,2018,10
"JAC",200,13002,2018,11
"JAC",384,23176,2018,12
"JAC",471,39580,2019,1
"JAC",427,37589,2019,2
"JAC",526,46236,2019,3
"JAC",203,13144,2019,4
"JAC",216,18979,2019,5
"JAC",553,48197,2019,6
"JAC",676,62672,2019,7
"JAC",651,64082,2019,8
"JAC",443,47781,2019,9
"JAC",250,25503,2019,10
"JAC",190,13072,2019,11
"JAC",417,26732,2019,12
"JAN",634,31630,2018,1
"JAN",591,32536,2018,2
"JAN",662,37428,2018,3
"JAN",693,38683,2018,4
"JAN",722,44692,2018,5
"JAN",731,45364,2018,6
"JAN",767,43340,2018,7
"JAN",755,40550,2018,8
"JAN",725,38121,2018,9
"JAN",795,46956,2018,10
"JAN",732,46019,2018,11
"JAN",733,43641,2018,12
"JAN",730,38742,2019,1
"JAN",665,38279,2019,2
"JAN",740,47523,2019,3
"JAN",721,44317,2019,4
"JAN",729,53200,2019,5
"JAN",686,50588,2019,6
"JAN",698,51160,2019,7
"JAN",782,45487,2019,8
"JAN",718,44402,2019,9
"JAN",757,49504,2019,10
"JAN",760,45129,2019,11
"JAN",727,43794,2019,12
"JAX",2476,207132,2018,1
"JAX",2326,206101,2018,2
"JAX",2665,255060,2018,3
"JAX",2883,272333,2018,4
"JAX",3013,287531,2018,5
"JAX",3011,286422,2018,6
"JAX",3121,289228,2018,7
"JAX",3146,283718,2018,8
"JAX",2920,253136,2018,9
"JAX",3060,276652,2018,10
"JAX",2871,275621,2018,11
"JAX",2984,271722,2018,12
"JAX",2875,244142,2019,1
"JAX",2694,245174,2019,2
"JAX",3229,323668,2019,3
"JAX",3120,311210,2019,4
"JAX",3276,323374,2019,5
"JAX",3264,320773,2019,6
"JAX",3278,319356,2019,7
"JAX",3187,303103,2019,8
"JAX",2832,252497,2019,9
"JAX",3125,299481,2019,10
"JAX",2980,284694,2019,11
"JAX",3102,293896,2019,12
"JBR",77,384,2018,1
"JBR",72,389,2018,2
"JBR",80,514,2018,3
"JBR",78,438,2018,4
"JBR",79,493,2018,5
"JBR",80,537,2018,6
"JBR",80,560,2018,7
"JBR",82,541,2018,8
"JBR",77,497,2018,9
"JBR",79,550,2018,10
"JBR",78,439,2018,11
"JBR",79,470,2018,12
"JBR",77,383,2019,1
"JBR",67,359,2019,2
"JBR",77,430,2019,3
"JBR",75,426,2019,4
"JBR",79,476,2019,5
"JBR",79,501,2019,6
"JBR",92,518,2019,7
"JBR",94,527,2019,8
"JBR",91,598,2019,9
"JBR",79,429,2019,10
"JBR",58,350,2019,11
"JBR",59,293,2019,12
"JCI",1,8,2019,3
"JCI",1,0,2019,12
"JDX",1,2,2018,1
"JDX",1,11,2018,8
"JEF",2,13,2019,11
"JEF",1,4,2019,12
"JFK",9881,987195,2018,1
"JFK",9680,965601,2018,2
"JFK",10551,1169736,2018,3
"JFK",11050,1150927,2018,4
"JFK",11590,1221214,2018,5
"JFK",11658,1270256,2018,6
"JFK",11844,1368983,2018,7
"JFK",11873,1339465,2018,8
"JFK",11154,1092185,2018,9
"JFK",11517,1214968,2018,10
"JFK",10728,1152108,2018,11
"JFK",11293,1204508,2018,12
"JFK",10816,1074373,2019,1
"JFK",9863,1002598,2019,2
"JFK",11613,1225275,2019,3
"JFK",10902,1204058,2019,4
"JFK",11318,1244312,2019,5
"JFK",11078,1261598,2019,6
"JFK",11118,1314734,2019,7
"JFK",11327,1287333,2019,8
"JFK",10620,1113641,2019,9
"JFK",10963,1189653,2019,10
"JFK",10453,1097240,2019,11
"JFK",10953,1230783,2019,12
"JGG",1,1,2019,9
"JHM",460,3753,2018,1
"JHM",392,3227,2018,2
"JHM",463,4023,2018,3
"JHM",429,4063,2018,4
"JHM",468,4164,2018,5
"JHM",439,3875,2018,6
"JHM",487,5274,2018,7
"JHM",451,4402,2018,8
"JHM",399,3598,2018,9
"JHM",356,1764,2018,10
"JHM",458,4253,2018,11
"JHM",474,4178,2018,12
"JHM",478,4248,2019,1
"JHM",423,3458,2019,2
"JHM",457,4103,2019,3
"JHM",439,4003,2019,4
"JHM",429,3702,2019,5
"JHM",405,3788,2019,6
"JHM",133,2442,2019,7
"JHM",135,2398,2019,8
"JHM",126,2069,2019,9
"JHM",121,1939,2019,10
"JHM",20,0,2019,11
"JHM",120,1952,2019,12
"JHW",32,62,2018,1
"JHW",1,0,2018,5
"JHW",1,2,2019,8
"JLA",3,16,2018,8
"JLN",56,2657,2018,1
"JLN",65,3317,2018,2
"JLN",66,3669,2018,3
"JLN",79,3539,2018,4
"JLN",60,3299,2018,5
"JLN",72,3704,2018,6
"JLN",78,4031,2018,7
"JLN",73,3488,2018,8
"JLN",60,3227,2018,9
"JLN",62,3245,2018,10
"JLN",59,3018,2018,11
"JLN",61,2772,2018,12
"JLN",61,2739,2019,1
"JLN",52,2366,2019,2
"JLN",63,3273,2019,3
"JLN",79,3324,2019,4
"JLN",75,3410,2019,5
"JLN",144,4452,2019,6
"JLN",162,4642,2019,7
"JLN",167,4637,2019,8
"JLN",145,4916,2019,9
"JLN",141,5079,2019,10
"JLN",134,4719,2019,11
"JLN",117,4569,2019,12
"JMS",78,1483,2018,1
"JMS",76,1671,2018,2
"JMS",76,1605,2018,3
"JMS",80,1485,2018,4
"JMS",82,1687,2018,5
"JMS",82,1818,2018,6
"JMS",81,2066,2018,7
"JMS",84,1751,2018,8
"JMS",81,1409,2018,9
"JMS",78,1470,2018,10
"JMS",74,1462,2018,11
"JMS",78,1539,2018,12
"JMS",77,1369,2019,1
"JMS",74,1487,2019,2
"JMS",74,1514,2019,3
"JMS",74,1339,2019,4
"JMS",79,1448,2019,5
"JMS",78,1636,2019,6
"JMS",84,2188,2019,7
"JMS",82,1902,2019,8
"JMS",83,1542,2019,9
"JMS",73,1532,2019,10
"JMS",75,1508,2019,11
"JMS",79,1788,2019,12
"JNU",920,24260,2018,1
"JNU",745,23675,2018,2
"JNU",1134,30507,2018,3
"JNU",1350,30781,2018,4
"JNU",2002,41596,2018,5
"JNU",2456,51365,2018,6
"JNU",2702,59333,2018,7
"JNU",2396,57546,2018,8
"JNU",1714,41192,2018,9
"JNU",1300,31675,2018,10
"JNU",1090,28540,2018,11
"JNU",992,26860,2018,12
"JNU",823,23358,2019,1
"JNU",926,23560,2019,2
"JNU",1232,30909,2019,3
"JNU",1362,30768,2019,4
"JNU",1929,40551,2019,5
"JNU",2334,52007,2019,6
"JNU",2494,60299,2019,7
"JNU",2316,59814,2019,8
"JNU",1461,41368,2019,9
"JNU",1127,33316,2019,10
"JNU",984,28492,2019,11
"JNU",972,30612,2019,12
"JRA",7,16,2018,1
"JRA",11,8,2018,2
"JRA",8,4,2018,3
"JRA",12,2,2018,4
"JRA",10,14,2018,5
"JRA",5,6,2018,6
"JRA",6,9,2018,7
"JRA",5,3,2018,9
"JRA",1,0,2018,11
"JRA",10,3,2019,1
"JRA",9,10,2019,2
"JRA",5,8,2019,3
"JRA",4,0,2019,4
"JRA",13,19,2019,5
"JRA",4,0,2019,6
"JRA",3,0,2019,7
"JRA",4,4,2019,8
"JRA",5,4,2019,9
"JRA",10,8,2019,10
"JRA",9,7,2019,11
"JRA",6,0,2019,12
"JRB",2,2,2018,1
"JRB",1,0,2018,3
"JRB",1,0,2018,4
"JRB",1,0,2018,8
"JRB",1,0,2018,9
"JRB",1,0,2018,11
"JRF",0,0,2018,5
"JRF",5,0,2018,6
"JRV",184,1197,2018,1
"JRV",230,1512,2018,2
"JRV",245,2288,2018,3
"JRV",275,1642,2018,4
"JRV",266,2005,2018,5
"JRV",358,1923,2018,6
"JRV",378,2119,2018,7
"JRV",372,2073,2018,8
"JRV",373,1720,2018,9
"JRV",331,1638,2018,10
"JRV",321,1599,2018,11
"JRV",388,2154,2018,12
"JRV",405,2148,2019,1
"JRV",376,2024,2019,2
"JRV",488,2883,2019,3
"JRV",465,2223,2019,4
"JRV",476,2474,2019,5
"JRV",431,2047,2019,6
"JRV",499,2519,2019,7
"JRV",432,2259,2019,8
"JRV",75,341,2019,9
"JRV",329,1289,2019,10
"JRV",432,1810,2019,11
"JRV",448,2290,2019,12
"JST",150,228,2018,1
"JST",131,182,2018,2
"JST",134,249,2018,3
"JST",142,309,2018,4
"JST",162,363,2018,5
"JST",163,392,2018,6
"JST",167,538,2018,7
"JST",166,440,2018,8
"JST",149,402,2018,9
"JST",162,411,2018,10
"JST",105,382,2018,11
"JST",111,435,2018,12
"JST",103,356,2019,1
"JST",93,328,2019,2
"JST",120,495,2019,3
"JST",120,537,2019,4
"JST",130,571,2019,5
"JST",121,535,2019,6
"JST",120,512,2019,7
"JST",153,643,2019,8
"JST",130,571,2019,9
"JST",146,681,2019,10
"JST",141,603,2019,11
"JST",141,603,2019,12
"JVL",4,0,2018,8
"JVL",3,0,2018,9
"JVL",1,0,2018,10
"JVL",2,0,2019,8
"JWY",1,1,2018,1
"JXN",1,0,2018,7
"JXN",1,0,2018,9
"JXN",1,11,2018,12
"JXN",1,0,2019,1
"JZE",2,0,2018,4
"JZE",4,0,2018,6
"JZE",2,0,2018,9
"JZE",2,0,2018,11
"JZE",2,0,2018,12
"JZE",4,0,2019,2
"JZE",5,3,2019,5
"JZE",1,5,2019,8
"JZE",7,1,2019,9
"JZE",5,3,2019,10
"JZI",1,6,2018,5
"JZI",1,1,2018,9
"JZI",1,6,2018,11
"JZI",1,6,2019,3
"JZI",1,3,2019,4
"JZI",1,5,2019,12
"JZM",3,1,2019,6
"JZM",1,1,2019,9
"JZQ",1,7,2019,12
"JZT",3,0,2018,1
"JZT",4,0,2018,2
"JZT",6,0,2018,3
"JZT",4,0,2018,4
"JZT",2,0,2018,5
"JZT",1,0,2018,7
"JZT",3,11,2018,9
"JZT",1,9,2018,10
"JZT",2,0,2018,11
"JZT",1,4,2018,12
"JZT",2,0,2019,1
"JZT",4,0,2019,3
"JZT",4,0,2019,4
"JZT",2,12,2019,5
"JZT",6,0,2019,6
"JZT",3,0,2019,7
"JZT",13,9,2019,8
"JZT",2,9,2019,9
"JZT",5,0,2019,11
"JZT",2,6,2019,12
"JZU",1,2,2019,7
"JZU",1,2,2019,12
"JZY",1,0,2018,11
"KAE",60,209,2018,1
"KAE",52,274,2018,2
"KAE",72,288,2018,3
"KAE",70,290,2018,4
"KAE",105,422,2018,5
"KAE",109,341,2018,6
"KAE",108,442,2018,7
"KAE",111,370,2018,8
"KAE",96,364,2018,9
"KAE",89,303,2018,10
"KAE",64,242,2018,11
"KAE",56,174,2018,12
"KAE",53,224,2019,1
"KAE",63,269,2019,2
"KAE",68,266,2019,3
"KAE",78,313,2019,4
"KAE",112,371,2019,5
"KAE",117,432,2019,6
"KAE",117,494,2019,7
"KAE",103,455,2019,8
"KAE",76,313,2019,9
"KAE",67,290,2019,10
"KAE",66,281,2019,11
"KAE",64,202,2019,12
"KAL",59,202,2018,1
"KAL",51,175,2018,2
"KAL",58,199,2018,3
"KAL",67,244,2018,4
"KAL",67,257,2018,5
"KAL",66,199,2018,6
"KAL",62,196,2018,7
"KAL",69,242,2018,8
"KAL",51,160,2018,9
"KAL",63,233,2018,10
"KAL",50,200,2018,11
"KAL",53,188,2018,12
"KAL",53,206,2019,1
"KAL",47,177,2019,2
"KAL",57,166,2019,3
"KAL",63,246,2019,4
"KAL",68,249,2019,5
"KAL",56,189,2019,6
"KAL",64,226,2019,7
"KAL",58,231,2019,8
"KAL",55,192,2019,9
"KAL",54,190,2019,10
"KAL",52,173,2019,11
"KAL",54,168,2019,12
"KBC",17,74,2018,1
"KBC",14,58,2018,2
"KBC",20,70,2018,3
"KBC",16,64,2018,4
"KBC",21,110,2018,5
"KBC",20,108,2018,6
"KBC",16,81,2018,7
"KBC",25,139,2018,8
"KBC",16,94,2018,9
"KBC",19,81,2018,10
"KBC",20,94,2018,11
"KBC",18,77,2018,12
"KBC",19,78,2019,1
"KBC",20,88,2019,2
"KBC",14,69,2019,3
"KBC",18,117,2019,4
"KBC",29,172,2019,5
"KBC",32,160,2019,6
"KBC",26,117,2019,7
"KBC",40,164,2019,8
"KBC",31,163,2019,9
"KBC",23,131,2019,10
"KBC",14,67,2019,11
"KBC",21,123,2019,12
"KCC",15,3,2018,1
"KCC",15,5,2018,2
"KCC",19,11,2018,3
"KCC",21,13,2018,4
"KCC",7,3,2018,5
"KCC",21,4,2018,6
"KCC",32,52,2018,7
"KCC",23,38,2018,8
"KCC",26,24,2018,9
"KCC",18,6,2018,10
"KCC",11,6,2018,11
"KCC",18,6,2018,12
"KCC",14,0,2019,1
"KCC",18,9,2019,2
"KCC",16,10,2019,3
"KCC",20,9,2019,4
"KCC",14,3,2019,5
"KCC",19,12,2019,6
"KCC",35,46,2019,7
"KCC",29,35,2019,8
"KCC",14,11,2019,9
"KCC",11,2,2019,10
"KCC",7,1,2019,11
"KCC",8,1,2019,12
"KCG",13,2,2018,1
"KCG",7,6,2018,2
"KCG",18,13,2018,3
"KCG",10,3,2018,4
"KCG",25,27,2018,5
"KCG",19,23,2018,6
"KCG",11,15,2018,7
"KCG",15,7,2018,8
"KCG",15,15,2018,9
"KCG",15,12,2018,10
"KCG",10,6,2018,11
"KCG",8,2,2018,12
"KCG",13,9,2019,1
"KCG",11,1,2019,2
"KCG",19,15,2019,3
"KCG",23,15,2019,4
"KCG",28,15,2019,5
"KCG",30,41,2019,6
"KCG",20,20,2019,7
"KCG",31,69,2019,8
"KCG",23,49,2019,9
"KCG",18,19,2019,10
"KCG",19,6,2019,11
"KCG",13,14,2019,12
"KCL",15,8,2018,1
"KCL",8,9,2018,2
"KCL",19,4,2018,3
"KCL",12,9,2018,4
"KCL",21,17,2018,5
"KCL",14,17,2018,6
"KCL",14,15,2018,7
"KCL",14,11,2018,8
"KCL",15,17,2018,9
"KCL",15,20,2018,10
"KCL",7,1,2018,11
"KCL",9,0,2018,12
"KCL",15,4,2019,1
"KCL",14,5,2019,2
"KCL",20,19,2019,3
"KCL",24,18,2019,4
"KCL",30,20,2019,5
"KCL",31,41,2019,6
"KCL",23,32,2019,7
"KCL",27,50,2019,8
"KCL",23,34,2019,9
"KCL",22,28,2019,10
"KCL",19,7,2019,11
"KCL",17,19,2019,12
"KCQ",16,9,2018,1
"KCQ",8,6,2018,2
"KCQ",22,22,2018,3
"KCQ",14,28,2018,4
"KCQ",23,30,2018,5
"KCQ",18,34,2018,6
"KCQ",12,11,2018,7
"KCQ",14,24,2018,8
"KCQ",14,25,2018,9
"KCQ",15,14,2018,10
"KCQ",10,14,2018,11
"KCQ",9,6,2018,12
"KCQ",18,19,2019,1
"KCQ",14,6,2019,2
"KCQ",19,9,2019,3
"KCQ",33,47,2019,4
"KCQ",32,38,2019,5
"KCQ",29,36,2019,6
"KCQ",26,51,2019,7
"KCQ",32,58,2019,8
"KCQ",25,49,2019,9
"KCQ",28,40,2019,10
"KCQ",19,6,2019,11
"KCQ",20,35,2019,12
"KCR",1,0,2018,7
"KCR",1,0,2018,10
"KCR",2,0,2019,6
"KDK",24,20,2018,1
"KDK",7,13,2018,2
"KDK",3,2,2018,3
"KEB",157,251,2018,1
"KEB",139,238,2018,2
"KEB",164,276,2018,3
"KEB",159,271,2018,4
"KEB",169,281,2018,5
"KEB",157,306,2018,6
"KEB",166,287,2018,7
"KEB",178,276,2018,8
"KEB",156,269,2018,9
"KEB",172,272,2018,10
"KEB",145,252,2018,11
"KEB",127,145,2018,12
"KEB",134,223,2019,1
"KEB",130,214,2019,2
"KEB",142,232,2019,3
"KEB",165,281,2019,4
"KEB",153,255,2019,5
"KEB",170,305,2019,6
"KEB",154,277,2019,7
"KEB",184,320,2019,8
"KEB",126,240,2019,9
"KEB",103,161,2019,10
"KEB",130,252,2019,11
"KEB",110,183,2019,12
"KEH",82,50,2018,1
"KEH",88,60,2018,2
"KEH",173,137,2018,3
"KEH",217,183,2018,4
"KEH",363,382,2018,5
"KEH",379,409,2018,6
"KEH",382,447,2018,7
"KEH",360,395,2018,8
"KEH",343,305,2018,9
"KEH",235,190,2018,10
"KEH",142,122,2018,11
"KEH",124,136,2018,12
"KEH",126,118,2019,1
"KEH",64,41,2019,2
"KEH",184,137,2019,3
"KEH",249,188,2019,4
"KEH",304,302,2019,5
"KEH",338,392,2019,6
"KEH",389,365,2019,7
"KEH",348,423,2019,8
"KEH",302,247,2019,9
"KEH",223,189,2019,10
"KEH",124,130,2019,11
"KEH",108,94,2019,12
"KEK",32,70,2018,2
"KEK",36,91,2018,3
"KEK",34,60,2018,4
"KEK",49,120,2018,5
"KEK",39,119,2018,6
"KEK",50,122,2018,7
"KEK",45,107,2018,8
"KEK",39,82,2018,9
"KEK",34,58,2018,10
"KEK",34,50,2018,11
"KEK",20,34,2018,12
"KEK",36,51,2019,1
"KEK",36,67,2019,2
"KEK",25,49,2019,3
"KEK",44,73,2019,4
"KEK",37,89,2019,5
"KEK",26,43,2019,6
"KEK",51,106,2019,7
"KEK",47,66,2019,8
"KEK",48,76,2019,9
"KEK",45,88,2019,10
"KEK",11,20,2019,11
"KEK",49,85,2019,12
"KFP",15,30,2018,1
"KFP",10,8,2018,2
"KFP",23,42,2018,3
"KFP",14,28,2018,4
"KFP",23,42,2018,5
"KFP",25,59,2018,6
"KFP",15,41,2018,7
"KFP",28,62,2018,8
"KFP",14,22,2018,9
"KFP",14,12,2018,10
"KFP",13,13,2018,11
"KFP",11,10,2018,12
"KFP",10,10,2019,1
"KFP",7,6,2019,2
"KFP",13,17,2019,3
"KFP",21,25,2019,4
"KFP",39,99,2019,5
"KFP",57,62,2019,6
"KFP",31,67,2019,7
"KFP",20,36,2019,8
"KFP",12,34,2019,9
"KFP",18,41,2019,10
"KFP",11,18,2019,11
"KFP",11,15,2019,12
"KGK",46,75,2018,1
"KGK",51,141,2018,2
"KGK",74,157,2018,3
"KGK",67,158,2018,4
"KGK",47,90,2018,5
"KGK",47,152,2018,6
"KGK",53,123,2018,7
"KGK",66,116,2018,8
"KGK",54,107,2018,9
"KGK",54,138,2018,10
"KGK",45,92,2018,11
"KGK",32,53,2018,12
"KGK",54,129,2019,1
"KGK",67,155,2019,2
"KGK",38,57,2019,3
"KGK",58,100,2019,4
"KGK",51,141,2019,5
"KGK",27,58,2019,6
"KGK",50,99,2019,7
"KGK",61,83,2019,8
"KGK",41,77,2019,9
"KGK",57,102,2019,10
"KGK",32,58,2019,11
"KGK",37,66,2019,12
"KGX",57,100,2018,1
"KGX",50,82,2018,2
"KGX",56,96,2018,3
"KGX",63,109,2018,4
"KGX",64,113,2018,5
"KGX",73,84,2018,6
"KGX",66,95,2018,7
"KGX",63,97,2018,8
"KGX",62,100,2018,9
"KGX",61,113,2018,10
"KGX",42,113,2018,11
"KGX",44,95,2018,12
"KGX",66,114,2019,1
"KGX",51,61,2019,2
"KGX",68,107,2019,3
"KGX",66,110,2019,4
"KGX",73,132,2019,5
"KGX",67,80,2019,6
"KGX",70,106,2019,7
"KGX",82,123,2019,8
"KGX",61,54,2019,9
"KGX",65,95,2019,10
"KGX",38,75,2019,11
"KGX",49,81,2019,12
"KKA",115,277,2018,1
"KKA",80,187,2018,2
"KKA",112,302,2018,3
"KKA",128,364,2018,4
"KKA",131,347,2018,5
"KKA",115,221,2018,6
"KKA",121,248,2018,7
"KKA",151,366,2018,8
"KKA",132,326,2018,9
"KKA",154,396,2018,10
"KKA",125,346,2018,11
"KKA",97,252,2018,12
"KKA",117,305,2019,1
"KKA",71,190,2019,2
"KKA",129,323,2019,3
"KKA",140,410,2019,4
"KKA",139,359,2019,5
"KKA",129,296,2019,6
"KKA",123,324,2019,7
"KKA",128,311,2019,8
"KKA",123,322,2019,9
"KKA",130,368,2019,10
"KKA",98,286,2019,11
"KKA",121,298,2019,12
"KKB",4,3,2018,1
"KKB",4,1,2018,2
"KKB",2,1,2018,3
"KKB",1,1,2018,4
"KKB",5,1,2018,5
"KKB",5,5,2018,6
"KKB",6,6,2018,7
"KKB",5,8,2018,8
"KKB",5,4,2018,9
"KKB",2,0,2018,10
"KKB",3,3,2018,11
"KKB",1,0,2018,12
"KKB",3,1,2019,1
"KKB",2,1,2019,2
"KKB",2,3,2019,3
"KKB",2,2,2019,4
"KKB",3,0,2019,5
"KKB",6,5,2019,6
"KKB",7,12,2019,7
"KKB",3,4,2019,9
"KKB",4,8,2019,10
"KKB",3,2,2019,11
"KKB",3,0,2019,12
"KKH",141,361,2018,1
"KKH",116,414,2018,2
"KKH",124,294,2018,3
"KKH",191,456,2018,4
"KKH",185,466,2018,5
"KKH",181,432,2018,6
"KKH",183,400,2018,7
"KKH",186,495,2018,8
"KKH",183,379,2018,9
"KKH",207,569,2018,10
"KKH",141,416,2018,11
"KKH",156,379,2018,12
"KKH",95,294,2019,1
"KKH",117,318,2019,2
"KKH",188,393,2019,3
"KKH",214,564,2019,4
"KKH",212,574,2019,5
"KKH",194,441,2019,6
"KKH",193,426,2019,7
"KKH",182,431,2019,8
"KKH",183,472,2019,9
"KKH",215,562,2019,10
"KKH",125,341,2019,11
"KKH",180,367,2019,12
"KKI",183,377,2018,1
"KKI",99,220,2018,2
"KKI",111,169,2018,3
"KKI",201,470,2018,4
"KKI",189,483,2018,5
"KKI",139,304,2018,6
"KKI",229,418,2018,7
"KKI",209,400,2018,8
"KKI",193,382,2018,9
"KKI",235,490,2018,10
"KKI",107,305,2018,11
"KKI",153,352,2018,12
"KKI",113,158,2019,1
"KKI",88,219,2019,2
"KKI",195,390,2019,3
"KKI",284,719,2019,4
"KKI",174,379,2019,5
"KKI",75,136,2019,6
"KKI",150,304,2019,7
"KKI",166,291,2019,8
"KKI",202,384,2019,9
"KKI",192,425,2019,10
"KKI",170,385,2019,11
"KKI",123,273,2019,12
"KKL",3,0,2018,10
"KKL",3,6,2019,10
"KKU",1,0,2018,6
"KKU",2,0,2018,11
"KKU",1,0,2019,7
"KLG",181,440,2018,1
"KLG",132,264,2018,2
"KLG",147,251,2018,3
"KLG",182,401,2018,4
"KLG",212,526,2018,5
"KLG",190,445,2018,6
"KLG",182,457,2018,7
"KLG",192,448,2018,8
"KLG",180,449,2018,9
"KLG",203,548,2018,10
"KLG",182,400,2018,11
"KLG",152,401,2018,12
"KLG",164,407,2019,1
"KLG",149,333,2019,2
"KLG",175,401,2019,3
"KLG",205,533,2019,4
"KLG",196,506,2019,5
"KLG",186,464,2019,6
"KLG",174,421,2019,7
"KLG",192,504,2019,8
"KLG",177,434,2019,9
"KLG",207,518,2019,10
"KLG",172,340,2019,11
"KLG",170,476,2019,12
"KLL",21,17,2018,1
"KLL",22,26,2018,2
"KLL",27,22,2018,3
"KLL",28,37,2018,4
"KLL",26,19,2018,5
"KLL",29,30,2018,6
"KLL",30,35,2018,7
"KLL",32,39,2018,8
"KLL",26,27,2018,9
"KLL",44,56,2018,10
"KLL",21,22,2018,11
"KLL",20,25,2018,12
"KLL",36,42,2019,1
"KLL",20,22,2019,2
"KLL",30,27,2019,3
"KLL",32,21,2019,4
"KLL",34,30,2019,5
"KLL",33,32,2019,6
"KLL",42,52,2019,7
"KLL",50,84,2019,8
"KLL",42,70,2019,9
