"origin","total_departures","total_departing_passengers","year","month"
"ROA",658,33006,2019,5
"ROA",657,31659,2019,6
"ROA",665,30904,2019,7
"ROA",662,29980,2019,8
"ROA",642,30171,2019,9
"ROA",709,34552,2019,10
"ROA",681,31970,2019,11
"ROA",684,32299,2019,12
"ROC",1553,88824,2018,1
"ROC",1441,90916,2018,2
"ROC",1668,106680,2018,3
"ROC",1629,107244,2018,4
"ROC",1739,116060,2018,5
"ROC",1665,110609,2018,6
"ROC",1667,119652,2018,7
"ROC",1668,115383,2018,8
"ROC",1605,98705,2018,9
"ROC",1756,114099,2018,10
"ROC",1664,108298,2018,11
"ROC",1625,100555,2018,12
"ROC",1504,87758,2019,1
"ROC",1410,88971,2019,2
"ROC",1737,109144,2019,3
"ROC",1638,108598,2019,4
"ROC",1774,120138,2019,5
"ROC",1661,108649,2019,6
"ROC",1665,116209,2019,7
"ROC",1668,114120,2019,8
"ROC",1608,101898,2019,9
"ROC",1726,114199,2019,10
"ROC",1680,103898,2019,11
"ROC",1705,106836,2019,12
"ROG",2,3,2018,4
"ROG",1,1,2018,5
"ROG",1,1,2018,6
"ROG",2,10,2018,7
"ROG",1,3,2018,11
"ROG",1,2,2019,2
"ROG",2,11,2019,7
"ROG",2,10,2019,9
"ROP",246,1633,2018,1
"ROP",218,1515,2018,2
"ROP",259,1713,2018,3
"ROP",244,1657,2018,4
"ROP",278,1835,2018,5
"ROP",259,831,2018,6
"ROP",248,912,2018,7
"ROP",293,1038,2018,8
"ROP",282,855,2018,9
"ROP",294,804,2018,10
"ROP",244,622,2018,11
"ROP",246,728,2018,12
"ROP",243,764,2019,1
"ROP",230,706,2019,2
"ROP",300,1027,2019,3
"ROP",243,939,2019,4
"ROP",289,1131,2019,5
"ROP",235,940,2019,6
"ROP",273,1007,2019,7
"ROP",309,1078,2019,8
"ROP",275,903,2019,9
"ROP",275,837,2019,10
"ROP",280,1005,2019,11
"ROP",307,1035,2019,12
"ROW",126,3496,2018,1
"ROW",133,3664,2018,2
"ROW",143,4272,2018,3
"ROW",126,4120,2018,4
"ROW",148,5052,2018,5
"ROW",136,5048,2018,6
"ROW",149,5617,2018,7
"ROW",148,5326,2018,8
"ROW",135,4821,2018,9
"ROW",153,5247,2018,10
"ROW",145,5121,2018,11
"ROW",139,4987,2018,12
"ROW",137,4118,2019,1
"ROW",124,3924,2019,2
"ROW",141,4989,2019,3
"ROW",160,5157,2019,4
"ROW",148,5789,2019,5
"ROW",133,5412,2019,6
"ROW",135,5402,2019,7
"ROW",138,5151,2019,8
"ROW",142,4897,2019,9
"ROW",151,5495,2019,10
"ROW",147,4824,2019,11
"ROW",147,5390,2019,12
"RQI",7,25,2019,7
"RQI",1,0,2019,9
"RQR",1,8,2019,5
"RQR",2,7,2019,8
"RQZ",1,0,2018,3
"RQZ",1,0,2019,11
"RRT",1,0,2018,7
"RRT",1,0,2019,4
"RRT",1,0,2019,9
"RSH",146,363,2018,1
"RSH",138,365,2018,2
"RSH",104,241,2018,3
"RSH",142,277,2018,4
"RSH",167,349,2018,5
"RSH",157,262,2018,6
"RSH",148,271,2018,7
"RSH",111,183,2018,8
"RSH",139,275,2018,9
"RSH",153,289,2018,10
"RSH",133,325,2018,11
"RSH",85,170,2018,12
"RSH",105,200,2019,1
"RSH",111,212,2019,2
"RSH",125,283,2019,3
"RSH",159,317,2019,4
"RSH",146,296,2019,5
"RSH",143,281,2019,6
"RSH",127,245,2019,7
"RSH",151,260,2019,8
"RSH",157,271,2019,9
"RSH",134,267,2019,10
"RSH",79,157,2019,11
"RSH",139,215,2019,12
"RSJ",2,3,2018,5
"RSJ",1,0,2018,6
"RSJ",6,24,2018,7
"RSJ",1,4,2018,8
"RSJ",1,10,2019,5
"RSJ",2,6,2019,6
"RSN",1,5,2018,1
"RSN",1,4,2018,2
"RSN",1,5,2019,1
"RSN",1,23,2019,2
"RSN",1,5,2019,4
"RSN",1,3,2019,10
"RST",352,13247,2018,1
"RST",318,13404,2018,2
"RST",372,14403,2018,3
"RST",329,12241,2018,4
"RST",411,16636,2018,5
"RST",382,16066,2018,6
"RST",380,16567,2018,7
"RST",384,17310,2018,8
"RST",383,17190,2018,9
"RST",393,17511,2018,10
"RST",374,16178,2018,11
"RST",364,14615,2018,12
"RST",334,13653,2019,1
"RST",300,12372,2019,2
"RST",374,15462,2019,3
"RST",335,14177,2019,4
"RST",390,16356,2019,5
"RST",383,16271,2019,6
"RST",375,15451,2019,7
"RST",403,16825,2019,8
"RST",374,15879,2019,9
"RST",406,17155,2019,10
"RST",366,15557,2019,11
"RST",411,16034,2019,12
"RSW",3843,461496,2018,1
"RSW",3745,482152,2018,2
"RSW",4658,640318,2018,3
"RSW",3305,496991,2018,4
"RSW",2459,343278,2018,5
"RSW",2046,269974,2018,6
"RSW",2039,271813,2018,7
"RSW",1885,245492,2018,8
"RSW",1635,192636,2018,9
"RSW",2114,256126,2018,10
"RSW",2824,374926,2018,11
"RSW",3531,428044,2018,12
"RSW",3887,496073,2019,1
"RSW",3737,516261,2019,2
"RSW",4828,698511,2019,3
"RSW",3832,567130,2019,4
"RSW",2531,373356,2019,5
"RSW",2071,294329,2019,6
"RSW",1957,279994,2019,7
"RSW",1845,263872,2019,8
"RSW",1723,216812,2019,9
"RSW",2196,288032,2019,10
"RSW",3271,409271,2019,11
"RSW",3956,483932,2019,12
"RTN",1,4,2019,10
"RUI",1,0,2019,11
"RUI",2,0,2019,12
"RUT",89,436,2018,1
"RUT",73,405,2018,2
"RUT",83,481,2018,3
"RUT",80,430,2018,4
"RUT",92,498,2018,5
"RUT",87,503,2018,6
"RUT",89,526,2018,7
"RUT",93,537,2018,8
"RUT",87,467,2018,9
"RUT",85,446,2018,10
"RUT",70,311,2018,11
"RUT",88,431,2018,12
"RUT",80,365,2019,1
"RUT",77,391,2019,2
"RUT",88,430,2019,3
"RUT",85,467,2019,4
"RUT",93,498,2019,5
"RUT",91,535,2019,6
"RUT",91,582,2019,7
"RUT",91,524,2019,8
"RUT",93,509,2019,9
"RUT",87,479,2019,10
"RUT",75,314,2019,11
"RUT",80,377,2019,12
"RVS",1,5,2019,10
"RWI",1,0,2018,1
"RWI",1,2,2018,3
"RWI",2,0,2018,4
"RWI",7,0,2018,6
"RWI",4,0,2018,7
"RWI",2,0,2018,8
"RWI",1,0,2018,9
"RWI",2,0,2018,11
"RWI",2,0,2018,12
"RWI",2,0,2019,3
"RWI",1,0,2019,8
"RYE",1,8,2019,6
"SAA",2,7,2018,8
"SAA",3,21,2019,6
"SAC",1,4,2018,1
"SAC",1,2,2018,2
"SAC",1,6,2018,4
"SAC",1,2,2018,7
"SAC",3,22,2018,8
"SAC",3,16,2019,1
"SAC",2,10,2019,2
"SAC",4,17,2019,3
"SAC",2,7,2019,4
"SAC",2,8,2019,5
"SAC",1,2,2019,7
"SAC",1,9,2019,10
"SAC",1,5,2019,11
"SAC",1,5,2019,12
"SAD",1,1,2019,5
"SAD",2,5,2019,7
"SAD",2,4,2019,10
"SAF",183,7812,2018,1
"SAF",167,7850,2018,2
"SAF",186,9079,2018,3
"SAF",199,9462,2018,4
"SAF",216,10903,2018,5
"SAF",208,10405,2018,6
"SAF",213,10453,2018,7
"SAF",208,10526,2018,8
"SAF",197,9847,2018,9
"SAF",240,11942,2018,10
"SAF",190,9361,2018,11
"SAF",168,7858,2018,12
"SAF",174,8148,2019,1
"SAF",162,7572,2019,2
"SAF",201,10341,2019,3
"SAF",222,11432,2019,4
"SAF",269,13974,2019,5
"SAF",236,12440,2019,6
"SAF",235,11983,2019,7
"SAF",244,12452,2019,8
"SAF",262,13621,2019,9
"SAF",301,15883,2019,10
"SAF",258,12742,2019,11
"SAF",251,12009,2019,12
"SAN",7659,825971,2018,1
"SAN",6928,801210,2018,2
"SAN",8056,984030,2018,3
"SAN",8023,975853,2018,4
"SAN",8379,1012240,2018,5
"SAN",8586,1087022,2018,6
"SAN",8935,1128855,2018,7
"SAN",8836,1102062,2018,8
"SAN",8244,933304,2018,9
"SAN",8414,997512,2018,10
"SAN",8028,974617,2018,11
"SAN",8217,954643,2018,12
"SAN",7987,869131,2019,1
"SAN",7149,821864,2019,2
"SAN",8350,1025192,2019,3
"SAN",8187,1022518,2019,4
"SAN",8514,1041435,2019,5
"SAN",8709,1116107,2019,6
"SAN",9263,1168825,2019,7
"SAN",9197,1135016,2019,8
"SAN",8394,998524,2019,9
"SAN",8753,1038451,2019,10
"SAN",8033,971399,2019,11
"SAN",8421,1027351,2019,12
"SAT",3438,328164,2018,1
"SAT",3161,317424,2018,2
"SAT",3755,394386,2018,3
"SAT",3711,407239,2018,4
"SAT",3761,403836,2018,5
"SAT",3772,428387,2018,6
"SAT",3948,437242,2018,7
"SAT",3950,409007,2018,8
"SAT",3740,372270,2018,9
"SAT",3983,426752,2018,10
"SAT",3736,416011,2018,11
"SAT",3828,415662,2018,12
"SAT",3630,351715,2019,1
"SAT",3319,334488,2019,2
"SAT",3930,429349,2019,3
"SAT",3770,413837,2019,4
"SAT",3907,437048,2019,5
"SAT",3921,457277,2019,6
"SAT",4001,458303,2019,7
"SAT",3951,406293,2019,8
"SAT",3737,386755,2019,9
"SAT",3973,425684,2019,10
"SAT",3611,402975,2019,11
"SAT",3817,417316,2019,12
"SAV",969,67090,2018,1
"SAV",1076,77471,2018,2
"SAV",1442,111025,2018,3
"SAV",1540,130133,2018,4
"SAV",1578,131002,2018,5
"SAV",1687,134855,2018,6
"SAV",1691,135372,2018,7
"SAV",1601,125233,2018,8
"SAV",1459,101685,2018,9
"SAV",1540,125000,2018,10
"SAV",1455,118600,2018,11
"SAV",1417,98600,2018,12
"SAV",1288,80183,2019,1
"SAV",1220,85300,2019,2
"SAV",1610,126431,2019,3
"SAV",1624,132052,2019,4
"SAV",1705,142972,2019,5
"SAV",1746,144650,2019,6
"SAV",1795,145941,2019,7
"SAV",1757,135691,2019,8
"SAV",1488,105761,2019,9
"SAV",1671,131559,2019,10
"SAV",1509,120023,2019,11
"SAV",1449,107945,2019,12
"SBA",601,25648,2018,1
"SBA",531,24455,2018,2
"SBA",647,29774,2018,3
"SBA",626,31755,2018,4
"SBA",691,34536,2018,5
"SBA",693,36366,2018,6
"SBA",794,36709,2018,7
"SBA",848,38512,2018,8
"SBA",743,34443,2018,9
"SBA",816,37970,2018,10
"SBA",725,37406,2018,11
"SBA",716,35672,2018,12
"SBA",768,31084,2019,1
"SBA",661,30194,2019,2
"SBA",780,35918,2019,3
"SBA",870,38595,2019,4
"SBA",911,43650,2019,5
"SBA",899,44385,2019,6
"SBA",935,46014,2019,7
"SBA",947,48586,2019,8
"SBA",979,47343,2019,9
"SBA",1014,50937,2019,10
"SBA",936,46576,2019,11
"SBA",891,46451,2019,12
"SBD",23,0,2018,1
"SBD",24,0,2018,2
"SBD",23,0,2018,3
"SBD",30,0,2018,4
"SBD",37,0,2018,5
"SBD",34,0,2018,6
"SBD",37,0,2018,7
"SBD",44,0,2018,8
"SBD",37,0,2018,9
"SBD",68,0,2018,10
"SBD",115,0,2018,11
"SBD",162,0,2018,12
"SBD",91,0,2019,1
"SBD",82,6,2019,2
"SBD",87,0,2019,3
"SBD",87,0,2019,4
"SBD",100,0,2019,5
"SBD",105,0,2019,6
"SBD",103,0,2019,7
"SBD",101,0,2019,8
"SBD",103,0,2019,9
"SBD",125,0,2019,10
"SBD",117,89,2019,11
"SBD",226,0,2019,12
"SBM",1,0,2018,5
"SBM",1,8,2018,6
"SBM",2,4,2019,6
"SBM",1,0,2019,7
"SBM",1,15,2019,8
"SBN",515,22728,2018,1
"SBN",483,23694,2018,2
"SBN",627,31848,2018,3
"SBN",580,26365,2018,4
"SBN",589,27290,2018,5
"SBN",694,31865,2018,6
"SBN",728,33393,2018,7
"SBN",740,33195,2018,8
"SBN",701,32688,2018,9
"SBN",793,37182,2018,10
"SBN",724,35155,2018,11
"SBN",659,32471,2018,12
"SBN",605,27443,2019,1
"SBN",598,30067,2019,2
"SBN",732,39633,2019,3
"SBN",705,33085,2019,4
"SBN",690,33596,2019,5
"SBN",687,36379,2019,6
"SBN",733,38334,2019,7
"SBN",744,35567,2019,8
"SBN",739,34563,2019,9
"SBN",784,37727,2019,10
"SBN",759,36796,2019,11
"SBN",685,35724,2019,12
"SBP",423,15120,2018,1
"SBP",385,14970,2018,2
"SBP",418,17665,2018,3
"SBP",456,19254,2018,4
"SBP",485,20932,2018,5
"SBP",485,22154,2018,6
"SBP",498,21772,2018,7
"SBP",502,21446,2018,8
"SBP",461,19938,2018,9
"SBP",490,22464,2018,10
"SBP",456,20120,2018,11
"SBP",461,19596,2018,12
"SBP",468,16849,2019,1
"SBP",421,16922,2019,2
"SBP",469,21528,2019,3
"SBP",484,22515,2019,4
"SBP",491,23270,2019,5
"SBP",499,24297,2019,6
"SBP",498,23376,2019,7
"SBP",526,23028,2019,8
"SBP",500,22729,2019,9
"SBP",565,25645,2019,10
"SBP",521,22752,2019,11
"SBP",562,24598,2019,12
"SBY",188,4178,2018,1
"SBY",187,3915,2018,2
"SBY",194,4670,2018,3
"SBY",202,4720,2018,4
"SBY",201,5242,2018,5
"SBY",226,5845,2018,6
"SBY",221,6411,2018,7
"SBY",243,6756,2018,8
"SBY",220,5826,2018,9
"SBY",236,6034,2018,10
"SBY",233,5876,2018,11
"SBY",236,5298,2018,12
"SBY",210,4884,2019,1
"SBY",185,4206,2019,2
"SBY",204,4966,2019,3
"SBY",200,5119,2019,4
"SBY",211,5523,2019,5
"SBY",227,6399,2019,6
"SBY",238,7027,2019,7
"SBY",231,7032,2019,8
"SBY",220,6546,2019,9
"SBY",241,6724,2019,10
"SBY",225,5940,2019,11
"SBY",218,5845,2019,12
"SCC",232,5654,2018,1
"SCC",177,5210,2018,2
"SCC",213,6754,2018,3
"SCC",203,6161,2018,4
"SCC",242,6318,2018,5
"SCC",239,6975,2018,6
"SCC",251,7202,2018,7
"SCC",299,7859,2018,8
"SCC",354,7171,2018,9
"SCC",297,7242,2018,10
"SCC",259,6097,2018,11
"SCC",233,7028,2018,12
"SCC",243,6589,2019,1
"SCC",208,5871,2019,2
"SCC",221,7104,2019,3
"SCC",216,6597,2019,4
"SCC",241,6904,2019,5
"SCC",291,7754,2019,6
"SCC",297,7936,2019,7
"SCC",332,10649,2019,8
"SCC",354,12025,2019,9
"SCC",336,12548,2019,10
"SCC",303,11025,2019,11
"SCC",293,11765,2019,12
"SCE",386,9492,2018,1
"SCE",346,10379,2018,2
"SCE",386,10902,2018,3
"SCE",373,11787,2018,4
"SCE",376,13360,2018,5
"SCE",403,13213,2018,6
"SCE",401,12237,2018,7
"SCE",420,12514,2018,8
"SCE",387,13140,2018,9
"SCE",465,16756,2018,10
"SCE",443,14852,2018,11
"SCE",466,14811,2018,12
"SCE",399,11430,2019,1
"SCE",356,11776,2019,2
"SCE",452,14385,2019,3
"SCE",493,14779,2019,4
"SCE",513,17654,2019,5
"SCE",485,16511,2019,6
"SCE",466,15975,2019,7
"SCE",487,15727,2019,8
"SCE",486,16621,2019,9
"SCE",576,20640,2019,10
"SCE",544,19059,2019,11
"SCE",517,18976,2019,12
"SCF",7,9,2018,1
"SCF",12,28,2018,2
"SCF",5,17,2018,3
"SCF",7,23,2018,4
"SCF",3,4,2018,5
"SCF",1,2,2018,6
"SCF",5,26,2018,7
"SCF",5,12,2018,8
"SCF",5,17,2018,9
"SCF",9,27,2018,10
"SCF",58,0,2018,11
"SCF",182,62,2019,1
"SCF",4,16,2019,2
"SCF",6,23,2019,3
"SCF",7,11,2019,4
"SCF",5,12,2019,5
"SCF",4,3,2019,6
"SCF",4,11,2019,7
"SCF",1,4,2019,10
"SCF",6,16,2019,11
"SCH",1,2,2018,5
"SCH",2,7,2018,8
"SCH",1,2,2019,4
"SCH",1,3,2019,10
"SCK",104,5556,2018,1
"SCK",104,6007,2018,2
"SCK",129,9034,2018,3
"SCK",126,8569,2018,4
"SCK",130,8680,2018,5
"SCK",126,9653,2018,6
"SCK",131,10080,2018,7
"SCK",131,9595,2018,8
"SCK",142,8414,2018,9
"SCK",159,8340,2018,10
"SCK",142,8223,2018,11
"SCK",144,6691,2018,12
"SCK",157,6326,2019,1
"SCK",164,6365,2019,2
"SCK",191,8497,2019,3
"SCK",182,8137,2019,4
"SCK",194,8727,2019,5
"SCK",189,9054,2019,6
"SCK",176,9526,2019,7
"SCK",195,9121,2019,8
"SCK",209,8307,2019,9
"SCK",218,8516,2019,10
"SCK",211,8748,2019,11
"SCK",226,9884,2019,12
"SCM",137,452,2018,1
"SCM",120,393,2018,2
"SCM",140,460,2018,3
"SCM",154,498,2018,4
"SCM",175,611,2018,5
"SCM",187,614,2018,6
"SCM",190,613,2018,7
"SCM",178,623,2018,8
"SCM",176,551,2018,9
"SCM",168,615,2018,10
"SCM",129,455,2018,11
"SCM",123,391,2018,12
"SCM",95,373,2019,1
"SCM",74,233,2019,2
"SCM",138,547,2019,3
"SCM",194,643,2019,4
"SCM",179,739,2019,5
"SCM",184,612,2019,6
"SCM",211,726,2019,7
"SCM",176,584,2019,8
"SCM",206,688,2019,9
"SCM",157,589,2019,10
"SCM",159,540,2019,11
"SCM",152,519,2019,12
"SDF",5286,119329,2018,1
"SDF",4813,121600,2018,2
"SDF",5440,152478,2018,3
"SDF",5192,148875,2018,4
"SDF",5800,173837,2018,5
"SDF",5546,179493,2018,6
"SDF",5550,177053,2018,7
"SDF",5818,161395,2018,8
"SDF",5328,157751,2018,9
"SDF",5876,184691,2018,10
"SDF",5955,170316,2018,11
"SDF",7175,154392,2018,12
"SDF",5525,134424,2019,1
"SDF",4900,132087,2019,2
"SDF",5523,173524,2019,3
"SDF",5614,162031,2019,4
"SDF",5993,196928,2019,5
"SDF",5808,197833,2019,6
"SDF",6086,194060,2019,7
"SDF",6098,175829,2019,8
"SDF",5678,171013,2019,9
"SDF",6486,201808,2019,10
"SDF",6032,164807,2019,11
"SDF",7876,167804,2019,12
"SDM",1,0,2018,3
"SDM",2,0,2018,7
"SDM",1,0,2018,8
"SDM",1,0,2018,9
"SDM",2,9,2019,2
"SDM",1,0,2019,3
"SDM",1,1,2019,4
"SDM",2,0,2019,6
"SDM",1,0,2019,8
"SDM",2,0,2019,10
"SDM",1,10,2019,11
"SDM",3,11,2019,12
"SDP",109,254,2018,1
"SDP",108,401,2018,2
"SDP",67,325,2018,3
"SDP",57,496,2018,4
"SDP",80,327,2018,5
"SDP",141,604,2018,6
"SDP",80,430,2018,7
"SDP",74,494,2018,8
"SDP",68,432,2018,9
"SDP",89,626,2018,10
"SDP",79,596,2018,11
"SDP",76,522,2018,12
"SDP",78,450,2019,1
"SDP",68,337,2019,2
"SDP",75,563,2019,3
"SDP",23,728,2019,4
"SDP",72,577,2019,5
"SDP",96,466,2019,6
"SDP",92,625,2019,7
"SDP",93,831,2019,8
"SDP",70,748,2019,9
"SDP",90,975,2019,10
"SDP",67,711,2019,11
"SDP",64,482,2019,12
"SDY",145,699,2018,1
"SDY",133,770,2018,2
"SDY",139,738,2018,3
"SDY",142,750,2018,4
"SDY",151,838,2018,5
"SDY",151,821,2018,6
"SDY",157,900,2018,7
"SDY",146,886,2018,8
"SDY",145,794,2018,9
"SDY",154,859,2018,10
"SDY",146,830,2018,11
"SDY",148,860,2018,12
"SDY",150,784,2019,1
"SDY",109,576,2019,2
"SDY",146,792,2019,3
"SDY",150,838,2019,4
"SDY",155,838,2019,5
"SDY",147,883,2019,6
"SDY",158,854,2019,7
"SDY",151,874,2019,8
"SDY",150,773,2019,9
"SDY",156,856,2019,10
"SDY",141,784,2019,11
"SDY",153,880,2019,12
"SEA",14649,1414479,2018,1
"SEA",13059,1358770,2018,2
"SEA",15370,1694903,2018,3
"SEA",15528,1683528,2018,4
"SEA",16589,1822336,2018,5
"SEA",17547,2054661,2018,6
"SEA",18665,2220640,2018,7
"SEA",18570,2243325,2018,8
"SEA",16058,1807557,2018,9
"SEA",15868,1757871,2018,10
"SEA",15162,1666588,2018,11
"SEA",15742,1719483,2018,12
"SEA",15394,1501336,2019,1
"SEA",13218,1365959,2019,2
"SEA",15769,1774677,2019,3
"SEA",15527,1698860,2019,4
"SEA",16912,1898875,2019,5
"SEA",17700,2111410,2019,6
"SEA",18809,2275628,2019,7
"SEA",19082,2293632,2019,8
"SEA",16817,1908470,2019,9
"SEA",16937,1851758,2019,10
"SEA",15850,1680433,2019,11
"SEA",16670,1882225,2019,12
"SEE",1,1,2018,5
"SEE",1,9,2018,9
"SEE",2,10,2019,1
"SEE",2,6,2019,5
"SEE",3,15,2019,6
"SEE",2,3,2019,8
"SEE",2,3,2019,9
"SEG",1,2,2018,9
"SEG",1,4,2018,10
"SEG",1,2,2019,2
"SEG",1,2,2019,4
"SEG",1,7,2019,8
"SEG",1,3,2019,10
"SEM",1,50,2018,6
"SER",1,0,2018,7
"SFB",742,103490,2018,1
"SFB",769,105661,2018,2
"SFB",1038,150008,2018,3
"SFB",852,127613,2018,4
"SFB",828,114459,2018,5
"SFB",1057,137587,2018,6
"SFB",1020,146376,2018,7
"SFB",763,108143,2018,8
"SFB",522,67640,2018,9
"SFB",824,109467,2018,10
"SFB",848,115351,2018,11
"SFB",833,109785,2018,12
"SFB",729,95096,2019,1
"SFB",816,106001,2019,2
"SFB",1174,161715,2019,3
"SFB",1029,142481,2019,4
"SFB",950,131929,2019,5
"SFB",1091,154456,2019,6
"SFB",1155,169070,2019,7
"SFB",798,115742,2019,8
"SFB",459,62843,2019,9
"SFB",825,114838,2019,10
"SFB",838,113943,2019,11
"SFB",960,131955,2019,12
"SFM",1,4,2018,8
"SFM",1,1,2019,4
"SFM",1,2,2019,5
"SFM",2,9,2019,6
"SFM",2,13,2019,7
"SFM",1,7,2019,8
"SFM",2,6,2019,12
"SFO",14624,1472985,2018,1
"SFO",13294,1429605,2018,2
"SFO",15109,1751793,2018,3
"SFO",14953,1748368,2018,4
"SFO",15528,1833184,2018,5
"SFO",15789,1983352,2018,6
"SFO",16326,2036525,2018,7
"SFO",16738,2017470,2018,8
"SFO",14836,1662625,2018,9
"SFO",15340,1781310,2018,10
"SFO",14566,1676072,2018,11
"SFO",14758,1672384,2018,12
"SFO",13812,1419834,2019,1
"SFO",12270,1327207,2019,2
"SFO",14601,1687116,2019,3
"SFO",14363,1668574,2019,4
"SFO",14825,1761289,2019,5
"SFO",15251,1946143,2019,6
"SFO",16052,1975794,2019,7
"SFO",17223,2061871,2019,8
"SFO",13185,1534606,2019,9
"SFO",14838,1735001,2019,10
"SFO",13951,1600886,2019,11
"SFO",14231,1701128,2019,12
"SFZ",1,2,2018,3
"SFZ",1,1,2019,3
"SFZ",1,3,2019,10
"SGF",794,33485,2018,1
"SGF",697,31209,2018,2
"SGF",845,40510,2018,3
"SGF",819,40005,2018,4
"SGF",850,48633,2018,5
"SGF",890,51421,2018,6
"SGF",955,55434,2018,7
"SGF",912,45353,2018,8
"SGF",880,43746,2018,9
"SGF",927,47388,2018,10
"SGF",860,44191,2018,11
"SGF",869,41980,2018,12
"SGF",841,36803,2019,1
"SGF",770,34510,2019,2
"SGF",926,45233,2019,3
"SGF",872,42654,2019,4
"SGF",1012,55396,2019,5
"SGF",1068,58225,2019,6
"SGF",1090,61679,2019,7
"SGF",1056,53060,2019,8
"SGF",989,49258,2019,9
"SGF",1008,52005,2019,10
"SGF",931,47125,2019,11
"SGF",974,50079,2019,12
"SGH",1,0,2018,8
"SGH",1,0,2018,10
"SGH",1,0,2019,12
"SGR",3,12,2018,1
"SGR",2,13,2018,2
"SGR",5,10,2018,3
"SGR",2,9,2018,4
"SGR",2,1,2018,6
"SGR",2,18,2018,8
"SGR",1,11,2018,11
"SGR",1,7,2019,1
"SGR",1,2,2019,2
"SGR",1,2,2019,3
"SGR",1,8,2019,6
"SGR",2,10,2019,10
"SGU",296,8616,2018,1
"SGU",269,8375,2018,2
"SGU",299,10500,2018,3
"SGU",286,11207,2018,4
"SGU",298,11485,2018,5
"SGU",280,9563,2018,6
"SGU",259,8639,2018,7
"SGU",261,8675,2018,8
"SGU",291,10007,2018,9
"SGU",334,12154,2018,10
"SGU",332,12602,2018,11
"SGU",327,11117,2018,12
"SGU",323,10818,2019,1
"SGU",300,11097,2019,2
"SGU",368,14180,2019,3
"SGU",362,14385,2019,4
"SGU",330,11521,2019,5
"SGU",51,1537,2019,9
"SGU",361,13909,2019,10
"SGU",346,12649,2019,11
"SGU",346,12393,2019,12
"SGY",64,315,2018,1
"SGY",42,162,2018,2
"SGY",109,361,2018,3
"SGY",157,467,2018,4
"SGY",220,711,2018,5
"SGY",259,1000,2018,6
"SGY",302,1247,2018,7
"SGY",251,1147,2018,8
"SGY",201,916,2018,9
"SGY",93,316,2018,10
"SGY",67,193,2018,11
"SGY",52,112,2018,12
"SGY",55,148,2019,1
"SGY",78,278,2019,2
"SGY",110,306,2019,3
"SGY",189,606,2019,4
"SGY",239,825,2019,5
"SGY",267,1150,2019,6
"SGY",290,1491,2019,7
"SGY",273,1468,2019,8
"SGY",182,905,2019,9
"SGY",114,501,2019,10
"SGY",68,252,2019,11
"SGY",45,98,2019,12
"SHD",47,315,2018,1
"SHD",45,181,2018,2
"SHD",36,166,2018,3
"SHD",73,851,2018,4
"SHD",80,1353,2018,5
"SHD",78,1579,2018,6
"SHD",84,1700,2018,7
"SHD",82,1510,2018,8
"SHD",79,1304,2018,9
"SHD",61,1662,2018,10
"SHD",60,1946,2018,11
"SHD",56,1360,2018,12
"SHD",53,909,2019,1
"SHD",49,869,2019,2
"SHD",60,1352,2019,3
"SHD",56,1130,2019,4
"SHD",57,1337,2019,5
"SHD",55,1567,2019,6
"SHD",58,1761,2019,7
"SHD",55,1438,2019,8
"SHD",60,1674,2019,9
"SHD",60,1981,2019,10
"SHD",56,1653,2019,11
"SHD",87,1903,2019,12
"SHG",107,335,2018,1
"SHG",82,257,2018,2
"SHG",100,280,2018,3
"SHG",109,322,2018,4
"SHG",104,314,2018,5
"SHG",98,268,2018,6
"SHG",113,288,2018,7
"SHG",130,404,2018,8
"SHG",122,448,2018,9
"SHG",133,428,2018,10
"SHG",115,383,2018,11
"SHG",77,238,2018,12
"SHG",111,347,2019,1
"SHG",75,257,2019,2
"SHG",97,327,2019,3
"SHG",103,318,2019,4
"SHG",102,330,2019,5
"SHG",107,279,2019,6
"SHG",119,384,2019,7
"SHG",110,319,2019,8
"SHG",126,371,2019,9
"SHG",115,379,2019,10
"SHG",100,282,2019,11
"SHG",104,348,2019,12
"SHH",102,337,2018,1
"SHH",72,196,2018,2
"SHH",108,372,2018,3
"SHH",115,371,2018,4
"SHH",108,286,2018,5
"SHH",87,256,2018,6
"SHH",107,286,2018,7
"SHH",108,280,2018,8
"SHH",112,347,2018,9
"SHH",147,482,2018,10
"SHH",109,315,2018,11
"SHH",96,181,2018,12
"SHH",130,438,2019,1
"SHH",75,234,2019,2
"SHH",112,344,2019,3
"SHH",152,424,2019,4
"SHH",90,272,2019,5
"SHH",124,328,2019,6
"SHH",126,332,2019,7
"SHH",130,405,2019,8
"SHH",126,337,2019,9
"SHH",141,472,2019,10
"SHH",116,353,2019,11
"SHH",151,387,2019,12
"SHN",3,23,2018,7
"SHR",58,1150,2018,1
"SHR",52,1009,2018,2
"SHR",58,1186,2018,3
"SHR",55,1072,2018,4
"SHR",58,1163,2018,5
"SHR",65,1163,2018,6
"SHR",57,913,2018,7
"SHR",86,1727,2018,8
"SHR",55,867,2018,9
"SHR",58,1229,2018,10
"SHR",53,832,2018,11
"SHR",57,915,2018,12
"SHR",57,917,2019,1
"SHR",52,875,2019,2
"SHR",57,996,2019,3
"SHR",56,908,2019,4
"SHR",76,1126,2019,5
"SHR",72,1179,2019,6
"SHR",73,1204,2019,7
"SHR",76,1354,2019,8
"SHR",72,1269,2019,9
